lead_id,company_size,industry,website_visits,pages_viewed,time_on_site_seconds,email_opens,email_clicks,form_submissions,content_downloads,webinar_attendance,days_since_first_touch,lead_source,actual_converted,predicted_probability,predicted_class
LEAD_5286,Small,Healthcare,37,10,608,3,1,0,6,2,145,Event,0,0.3605,0
LEAD_5287,Enterprise,Education,3,20,882,9,9,3,5,2,96,Social Media,1,0.665,1
LEAD_5288,Small,Retail,16,12,122,2,2,5,3,2,136,Social Media,0,0.7897,1
LEAD_5289,Small,Healthcare,36,19,1046,7,7,0,0,0,119,Referral,0,0.2765,0
LEAD_5290,Small,Education,8,8,1702,7,2,3,8,0,156,Event,0,0.7503,1
LEAD_5291,Medium,Retail,32,27,1697,6,5,3,7,0,160,Event,1,0.5778,1
LEAD_5292,Enterprise,Manufacturing,12,3,1520,0,0,4,0,2,7,Event,1,0.9563,1
LEAD_5293,Enterprise,Retail,10,7,1420,10,4,3,7,2,57,Referral,1,0.8211,1
LEAD_5294,Large,Retail,19,2,1581,10,7,4,3,3,99,Social Media,1,0.7316,1
LEAD_5295,Large,Healthcare,45,5,1236,0,0,1,4,3,17,Social Media,0,0.861,1
LEAD_5296,Small,Healthcare,43,17,568,11,1,0,0,2,94,Referral,0,0.0436,0
LEAD_5297,Enterprise,Manufacturing,17,3,1651,11,6,3,8,3,56,Social Media,1,0.99,1
LEAD_5298,Medium,Retail,23,21,1791,15,2,2,4,2,175,Event,1,0.6235,1
LEAD_5299,Large,Finance,6,10,1253,10,0,2,7,2,120,Website,1,0.5058,1
LEAD_5300,Large,Technology,45,27,1023,10,8,2,3,1,112,Referral,1,0.7755,1
LEAD_5301,Enterprise,Education,6,14,1264,9,4,2,2,2,154,Referral,0,0.3455,0
LEAD_5302,Large,Retail,34,10,815,2,1,1,8,2,81,Website,1,0.6971,1
LEAD_5303,Medium,Manufacturing,43,20,1627,0,0,0,3,3,35,Referral,1,0.794,1
LEAD_5304,Large,Technology,23,16,779,4,1,2,7,2,35,Paid Ad,1,0.917,1
LEAD_5305,Large,Retail,30,14,509,14,6,0,7,3,5,Referral,1,0.8731,1
LEAD_5306,Medium,Education,12,21,736,11,2,5,3,2,32,Social Media,0,0.7858,1
LEAD_5307,Large,Retail,41,9,88,3,3,0,7,3,134,Website,1,0.8348,1
LEAD_5308,Small,Finance,21,13,1419,2,2,4,4,1,49,Paid Ad,0,0.6857,1
LEAD_5309,Enterprise,Retail,17,15,1688,14,3,0,3,1,69,Website,1,0.5067,1
LEAD_5310,Medium,Retail,9,19,1508,7,5,5,5,3,63,Social Media,1,0.99,1
LEAD_5311,Enterprise,Technology,31,21,1051,10,0,1,4,1,154,Website,0,0.5053,1
LEAD_5312,Large,Healthcare,39,17,1226,5,5,1,7,3,91,Referral,1,0.9606,1
LEAD_5313,Large,Retail,23,29,740,2,2,0,2,3,165,Website,1,0.6731,1
LEAD_5314,Enterprise,Retail,23,17,755,7,4,3,2,2,178,Website,1,0.5854,1
LEAD_5315,Small,Technology,49,13,1062,0,0,4,1,1,85,Event,1,0.3968,0
LEAD_5316,Medium,Healthcare,19,5,899,4,0,2,7,0,74,Website,1,0.517,1
LEAD_5317,Large,Manufacturing,20,24,963,11,3,2,3,1,14,Event,1,0.7309,1
LEAD_5318,Medium,Finance,27,24,1521,4,3,4,2,1,10,Social Media,1,0.7191,1
LEAD_5319,Small,Finance,36,25,1306,8,6,5,8,1,8,Social Media,1,0.8364,1
LEAD_5320,Large,Technology,38,17,1743,13,6,4,1,3,71,Event,0,0.6338,1
LEAD_5321,Enterprise,Retail,21,19,1610,6,5,1,3,2,124,Referral,1,0.3529,0
LEAD_5322,Medium,Education,32,29,41,3,1,4,2,1,87,Referral,0,0.5031,1
LEAD_5323,Medium,Finance,24,25,1423,1,1,4,2,1,122,Paid Ad,1,0.5376,1
LEAD_5324,Small,Finance,8,1,698,6,6,0,8,0,152,Referral,1,0.3724,0
LEAD_5325,Medium,Retail,44,29,1040,10,3,0,2,2,115,Event,1,0.3641,0
LEAD_5326,Medium,Technology,26,14,556,8,4,2,0,3,173,Paid Ad,1,0.9407,1
LEAD_5327,Medium,Technology,4,12,995,11,2,2,7,2,176,Referral,1,0.5153,1
LEAD_5328,Enterprise,Retail,49,25,1172,2,0,3,3,0,5,Referral,1,0.6862,1
LEAD_5329,Small,Manufacturing,11,25,838,11,3,5,5,1,139,Social Media,1,0.99,1
LEAD_5330,Enterprise,Healthcare,9,20,588,7,2,0,4,3,75,Social Media,1,0.2744,0
LEAD_5331,Large,Technology,1,20,1045,11,8,3,7,3,168,Website,0,0.2949,0
LEAD_5332,Enterprise,Technology,40,19,1299,6,5,2,2,3,109,Paid Ad,1,0.8655,1
LEAD_5333,Small,Retail,29,5,1644,7,7,0,6,3,149,Referral,1,0.7143,1
LEAD_5334,Small,Healthcare,38,4,704,14,3,0,4,1,8,Event,1,0.5589,1
LEAD_5335,Small,Healthcare,44,1,535,10,1,4,3,3,11,Website,1,0.99,1
LEAD_5336,Medium,Finance,42,5,1148,7,2,4,0,0,104,Event,1,0.6127,1
LEAD_5337,Small,Manufacturing,29,6,513,12,1,1,4,1,170,Website,1,0.1416,0
LEAD_5338,Enterprise,Retail,16,8,842,13,0,2,3,2,66,Website,1,0.9625,1
LEAD_5339,Large,Healthcare,47,25,1776,2,2,1,3,3,24,Social Media,0,0.8491,1
LEAD_5340,Large,Finance,39,23,641,10,10,2,2,0,83,Event,0,0.1837,0
LEAD_5341,Large,Retail,16,13,779,6,1,4,3,1,103,Event,1,0.6744,1
LEAD_5342,Large,Retail,6,5,1084,0,0,5,4,1,148,Referral,1,0.175,0
LEAD_5343,Medium,Healthcare,41,11,897,0,0,0,0,0,75,Referral,0,0.1229,0
LEAD_5344,Enterprise,Healthcare,15,15,563,4,4,3,2,1,38,Website,1,0.616,1
LEAD_5345,Small,Manufacturing,47,29,837,6,5,4,1,1,68,Referral,1,0.5429,1
LEAD_5346,Large,Technology,9,21,179,9,0,4,1,2,151,Paid Ad,1,0.5301,1
LEAD_5347,Small,Technology,46,3,1262,2,2,2,0,1,40,Paid Ad,0,0.243,0
LEAD_5348,Large,Finance,1,10,1779,13,3,1,2,0,174,Social Media,0,0.3821,0
LEAD_5349,Enterprise,Technology,2,15,419,8,8,2,3,0,3,Paid Ad,0,0.7876,1
LEAD_5350,Small,Technology,50,25,1427,11,0,5,6,2,114,Website,1,0.6881,1
LEAD_5351,Medium,Manufacturing,27,3,192,1,1,3,4,3,58,Social Media,1,0.9703,1
LEAD_5352,Large,Technology,26,4,595,10,4,3,0,0,132,Event,1,0.9629,1
LEAD_5353,Enterprise,Healthcare,1,7,295,0,0,3,2,3,24,Referral,1,0.8971,1
LEAD_5354,Medium,Technology,42,10,937,12,8,5,4,3,59,Social Media,1,0.9286,1
LEAD_5355,Enterprise,Education,14,22,87,2,2,4,4,2,86,Website,1,0.6202,1
LEAD_5356,Medium,Healthcare,10,18,579,7,1,1,5,2,59,Referral,1,0.9443,1
LEAD_5357,Large,Finance,50,19,666,14,2,5,3,0,3,Social Media,1,0.6638,1
LEAD_5358,Medium,Healthcare,11,27,619,8,2,1,3,0,167,Referral,0,0.428,0
LEAD_5359,Large,Finance,8,15,920,14,9,3,0,2,94,Social Media,1,0.99,1
LEAD_5360,Enterprise,Manufacturing,34,22,1119,8,8,5,5,2,78,Event,1,0.99,1
LEAD_5361,Small,Retail,15,24,1319,0,0,0,8,1,46,Paid Ad,0,0.4882,0
LEAD_5362,Medium,Retail,29,26,908,15,9,4,7,3,10,Paid Ad,1,0.99,1
LEAD_5363,Enterprise,Finance,33,18,325,8,6,1,5,2,180,Social Media,1,0.6668,1
LEAD_5364,Large,Healthcare,25,11,1702,15,6,4,0,0,128,Referral,0,0.2658,0
LEAD_5365,Enterprise,Manufacturing,35,23,1624,11,1,2,5,0,151,Social Media,0,0.578,1
LEAD_5366,Small,Retail,42,20,258,14,2,1,1,2,180,Event,1,0.3829,0
LEAD_5367,Small,Finance,31,2,400,13,8,4,2,0,5,Social Media,1,0.7086,1
LEAD_5368,Medium,Healthcare,29,10,613,2,2,0,4,3,152,Website,0,0.2868,0
LEAD_5369,Enterprise,Education,5,23,645,2,2,4,0,2,107,Paid Ad,1,0.6053,1
LEAD_5370,Medium,Manufacturing,46,25,1124,8,3,2,7,0,50,Social Media,1,0.6826,1
LEAD_5371,Enterprise,Technology,32,26,1042,9,0,1,1,0,96,Referral,0,0.2311,0
LEAD_5372,Medium,Healthcare,45,1,1068,11,8,0,4,1,97,Paid Ad,0,0.4948,0
LEAD_5373,Medium,Education,20,25,1242,8,7,2,6,1,84,Paid Ad,1,0.4748,0
LEAD_5374,Large,Manufacturing,18,2,459,10,2,3,2,0,44,Event,1,0.6088,1
LEAD_5375,Medium,Retail,8,2,87,7,1,2,3,0,39,Social Media,1,0.6967,1
LEAD_5376,Small,Retail,13,26,949,12,3,0,5,3,153,Website,0,0.4561,0
LEAD_5377,Medium,Finance,40,7,273,2,2,3,1,1,73,Paid Ad,1,0.5022,1
LEAD_5378,Medium,Retail,4,29,247,4,4,3,7,0,113,Social Media,0,0.476,0
LEAD_5379,Medium,Healthcare,35,18,524,2,2,2,6,1,176,Website,0,0.5772,1
LEAD_5380,Large,Technology,6,29,1714,0,0,3,4,0,174,Event,1,0.3264,0
LEAD_5381,Medium,Healthcare,50,16,1195,11,7,3,5,0,56,Referral,1,0.6381,1
LEAD_5382,Medium,Technology,2,16,1319,0,0,1,4,3,35,Referral,0,0.6041,1
LEAD_5383,Large,Retail,15,27,1621,9,8,2,1,2,145,Event,0,0.3747,0
LEAD_5384,Small,Finance,35,28,1417,11,0,0,4,3,135,Referral,1,0.3194,0
LEAD_5385,Enterprise,Education,33,14,1434,12,6,5,6,0,114,Paid Ad,1,0.6837,1
LEAD_5386,Large,Education,37,3,208,0,0,5,2,2,135,Paid Ad,0,0.7449,1
LEAD_5387,Enterprise,Technology,7,1,517,15,7,2,6,2,136,Social Media,1,0.6018,1
LEAD_5388,Large,Retail,31,23,1707,6,6,5,5,1,45,Event,1,0.99,1
LEAD_5389,Large,Manufacturing,4,15,207,1,1,2,5,3,14,Social Media,1,0.8438,1
LEAD_5390,Large,Education,46,13,806,0,0,0,1,2,117,Event,0,0.6673,1
LEAD_5391,Enterprise,Retail,47,13,273,5,5,5,8,2,58,Website,1,0.99,1
LEAD_5392,Small,Finance,15,26,996,13,7,1,6,0,95,Event,0,0.576,1
LEAD_5393,Large,Healthcare,39,30,1558,5,3,3,4,3,151,Website,1,0.7641,1
LEAD_5394,Medium,Education,22,12,1263,10,6,4,2,1,18,Event,1,0.6168,1
LEAD_5395,Medium,Healthcare,25,2,422,11,1,5,8,1,121,Social Media,1,0.7366,1
LEAD_5396,Large,Education,44,17,878,0,0,0,5,0,71,Referral,0,0.305,0
LEAD_5397,Small,Technology,48,6,1541,1,1,5,1,2,15,Event,1,0.5794,1
LEAD_5398,Medium,Healthcare,37,10,176,5,5,2,4,1,11,Website,1,0.8932,1
LEAD_5399,Enterprise,Healthcare,32,21,247,11,7,2,6,2,118,Paid Ad,1,0.99,1
LEAD_5400,Small,Education,5,15,852,2,2,3,0,1,115,Website,0,0.01,0
LEAD_5401,Large,Manufacturing,34,22,1653,12,1,0,1,3,44,Social Media,0,0.7774,1
LEAD_5402,Small,Healthcare,43,14,747,7,4,3,1,1,65,Referral,1,0.3538,0
LEAD_5403,Small,Finance,38,17,1229,11,5,5,4,0,118,Referral,0,0.8357,1
LEAD_5404,Small,Education,10,29,1201,6,4,0,4,3,43,Paid Ad,1,0.7141,1
LEAD_5405,Small,Finance,48,14,1658,15,1,2,0,3,39,Referral,1,0.8383,1
LEAD_5406,Small,Retail,44,29,1165,12,4,4,7,0,65,Website,0,0.8055,1
LEAD_5407,Small,Manufacturing,33,13,953,0,0,0,0,0,63,Website,0,0.2798,0
LEAD_5408,Medium,Healthcare,31,11,209,1,1,5,1,1,156,Event,0,0.7721,1
LEAD_5409,Large,Technology,21,26,845,5,5,4,5,2,26,Social Media,1,0.8968,1
LEAD_5410,Large,Healthcare,29,14,1259,0,0,2,1,2,133,Social Media,0,0.5749,1
LEAD_5411,Small,Finance,22,16,1608,1,1,1,2,2,141,Referral,0,0.3234,0
LEAD_5412,Large,Finance,50,24,1092,15,2,3,6,2,18,Website,1,0.9581,1
LEAD_5413,Medium,Technology,2,24,1050,6,1,5,0,3,172,Paid Ad,1,0.6537,1
LEAD_5414,Enterprise,Finance,37,29,1652,3,3,0,0,2,174,Paid Ad,1,0.766,1
LEAD_5415,Medium,Manufacturing,26,23,544,15,10,4,2,1,22,Website,0,0.6236,1
LEAD_5416,Small,Healthcare,29,24,1753,4,4,2,8,0,84,Event,1,0.4659,0
LEAD_5417,Medium,Manufacturing,43,14,1284,8,5,4,1,2,30,Event,1,0.6142,1
LEAD_5418,Enterprise,Education,5,30,1552,10,5,0,4,3,47,Referral,0,0.7223,1
LEAD_5419,Enterprise,Technology,36,28,1248,6,2,3,6,3,95,Referral,1,0.8587,1
LEAD_5420,Small,Retail,49,10,1515,9,0,0,4,1,103,Paid Ad,0,0.3027,0
LEAD_5421,Small,Finance,18,21,907,12,6,5,4,2,12,Social Media,1,0.99,1
LEAD_5422,Medium,Finance,8,20,563,14,10,1,3,2,43,Website,1,0.6764,1
LEAD_5423,Enterprise,Education,7,20,1415,12,3,0,4,1,146,Paid Ad,1,0.5494,1
LEAD_5424,Medium,Technology,10,10,498,1,1,4,1,2,156,Social Media,1,0.3452,0
LEAD_5425,Medium,Education,8,20,201,10,9,2,2,3,140,Social Media,0,0.4129,0
LEAD_5426,Enterprise,Finance,48,25,859,0,0,0,8,3,6,Referral,1,0.7362,1
LEAD_5427,Large,Technology,45,25,432,4,4,0,7,0,62,Event,0,0.622,1
LEAD_5428,Large,Manufacturing,13,22,1685,8,3,2,8,2,156,Paid Ad,0,0.6192,1
LEAD_5429,Enterprise,Manufacturing,6,7,669,11,0,4,4,1,37,Event,1,0.7254,1
LEAD_5430,Enterprise,Manufacturing,31,25,1574,9,6,4,5,3,100,Referral,1,0.9195,1
LEAD_5431,Large,Technology,23,18,324,1,1,5,7,0,78,Referral,1,0.5332,1
LEAD_5432,Enterprise,Finance,44,25,766,9,7,0,4,2,87,Website,1,0.7242,1
LEAD_5433,Small,Technology,37,19,1171,12,6,5,4,3,147,Paid Ad,1,0.607,1
LEAD_5434,Medium,Retail,2,23,1600,14,10,2,3,2,129,Referral,1,0.4486,0
LEAD_5435,Small,Manufacturing,27,11,722,1,1,1,1,3,132,Event,0,0.6186,1
LEAD_5436,Enterprise,Retail,10,1,1101,14,9,0,8,1,105,Social Media,1,0.8209,1
LEAD_5437,Medium,Manufacturing,35,26,1517,4,1,3,1,0,154,Referral,0,0.1843,0
LEAD_5438,Large,Finance,45,22,932,2,0,4,3,0,15,Paid Ad,1,0.536,1
LEAD_5439,Small,Healthcare,11,6,996,12,9,0,3,3,43,Referral,1,0.6285,1
LEAD_5440,Medium,Retail,35,26,1098,10,5,3,4,1,98,Paid Ad,0,0.7254,1
LEAD_5441,Medium,Technology,44,5,443,13,0,1,1,3,93,Event,0,0.8547,1
LEAD_5442,Small,Retail,15,27,1211,4,4,0,5,0,173,Social Media,1,0.1523,0
LEAD_5443,Enterprise,Healthcare,39,9,561,5,3,0,8,0,18,Referral,1,0.9192,1
LEAD_5444,Small,Manufacturing,7,23,1441,14,5,3,8,1,45,Event,1,0.6842,1
LEAD_5445,Enterprise,Manufacturing,36,15,890,6,4,4,6,2,65,Referral,1,0.8861,1
LEAD_5446,Medium,Finance,4,7,88,10,9,1,8,3,10,Website,1,0.9454,1
LEAD_5447,Medium,Technology,13,9,938,5,3,1,1,1,42,Website,0,0.5122,1
LEAD_5448,Small,Manufacturing,36,17,1643,14,0,1,4,2,80,Paid Ad,0,0.2045,0
LEAD_5449,Enterprise,Finance,49,17,1467,7,4,2,3,3,84,Event,1,0.9411,1
LEAD_5450,Enterprise,Education,33,22,424,0,0,0,5,1,103,Paid Ad,0,0.356,0
LEAD_5451,Large,Retail,18,1,847,0,0,4,3,0,63,Website,0,0.4564,0
LEAD_5452,Enterprise,Education,15,20,313,8,8,2,8,2,15,Social Media,1,0.99,1
LEAD_5453,Medium,Retail,43,26,987,8,2,4,4,1,136,Event,1,0.5861,1
LEAD_5454,Enterprise,Healthcare,26,27,708,8,6,4,1,0,100,Paid Ad,0,0.7452,1
LEAD_5455,Medium,Retail,33,24,153,11,2,2,5,3,156,Event,1,0.681,1
LEAD_5456,Large,Finance,50,21,1046,12,1,3,5,2,63,Paid Ad,1,0.99,1
LEAD_5457,Enterprise,Healthcare,12,14,1442,10,1,4,7,3,36,Referral,1,0.99,1
LEAD_5458,Enterprise,Retail,16,30,672,0,0,3,0,2,148,Social Media,0,0.3415,0
LEAD_5459,Enterprise,Retail,27,21,466,9,2,4,3,1,36,Referral,1,0.99,1
LEAD_5460,Large,Retail,11,16,1545,6,6,0,1,0,131,Paid Ad,0,0.01,0
LEAD_5461,Small,Healthcare,23,10,1699,0,0,3,8,1,53,Website,1,0.3277,0
LEAD_5462,Medium,Healthcare,35,30,380,13,5,5,5,0,35,Social Media,0,0.5181,1
LEAD_5463,Medium,Healthcare,33,24,174,10,7,0,4,3,60,Event,1,0.7092,1
LEAD_5464,Large,Education,11,21,1194,14,0,4,6,2,8,Referral,1,0.99,1
LEAD_5465,Medium,Finance,38,23,1003,13,9,0,1,1,25,Event,1,0.4136,0
LEAD_5466,Large,Finance,29,17,511,2,2,2,5,1,121,Website,1,0.6829,1
LEAD_5467,Small,Finance,32,10,408,11,8,3,1,0,106,Referral,0,0.4397,0
LEAD_5468,Enterprise,Healthcare,20,4,132,10,9,3,5,3,130,Paid Ad,1,0.99,1
LEAD_5469,Enterprise,Retail,7,6,579,8,4,1,4,2,68,Social Media,1,0.9674,1
LEAD_5470,Enterprise,Technology,37,16,1063,8,8,4,3,1,148,Social Media,1,0.9729,1
LEAD_5471,Small,Technology,9,21,414,13,2,4,3,1,130,Paid Ad,0,0.3818,0
LEAD_5472,Medium,Technology,15,11,57,7,5,3,4,1,63,Website,1,0.836,1
LEAD_5473,Medium,Manufacturing,29,17,1753,12,3,0,4,0,119,Social Media,0,0.5524,1
LEAD_5474,Enterprise,Retail,16,4,1782,6,6,3,4,3,173,Referral,1,0.99,1
LEAD_5475,Large,Manufacturing,18,13,977,1,1,5,7,3,143,Social Media,1,0.99,1
LEAD_5476,Small,Finance,35,7,627,6,0,3,0,1,82,Website,1,0.2819,0
LEAD_5477,Enterprise,Retail,12,2,1303,0,0,4,1,1,44,Referral,1,0.7079,1
LEAD_5478,Medium,Retail,14,3,59,2,2,4,8,0,144,Paid Ad,0,0.5407,1
LEAD_5479,Enterprise,Finance,39,5,428,3,3,0,2,1,103,Social Media,1,0.5623,1
LEAD_5480,Medium,Retail,42,7,1551,10,7,4,8,3,173,Paid Ad,1,0.8198,1
LEAD_5481,Medium,Manufacturing,7,18,1617,10,2,0,4,3,145,Paid Ad,1,0.3365,0
LEAD_5482,Medium,Manufacturing,14,27,1414,1,1,4,5,2,117,Social Media,0,0.5364,1
LEAD_5483,Large,Finance,8,4,1682,8,5,4,5,3,31,Event,1,0.7099,1
LEAD_5484,Small,Manufacturing,38,21,1549,0,0,4,0,0,135,Event,1,0.2342,0
LEAD_5485,Small,Retail,42,5,1192,8,8,4,3,0,135,Website,0,0.5159,1
LEAD_5486,Large,Education,32,8,1044,15,3,1,8,3,26,Website,1,0.9309,1
LEAD_5487,Large,Finance,49,24,1628,5,2,0,3,1,94,Website,1,0.575,1
LEAD_5488,Medium,Retail,11,23,1023,15,6,5,3,0,25,Referral,0,0.6311,1
LEAD_5489,Enterprise,Retail,24,4,1632,7,0,3,7,0,54,Event,1,0.8513,1
LEAD_5490,Enterprise,Finance,43,3,1098,9,7,3,1,1,80,Social Media,0,0.9554,1
LEAD_5491,Medium,Retail,33,19,704,9,0,2,7,3,124,Website,0,0.4078,0
LEAD_5492,Medium,Manufacturing,45,10,243,8,6,4,5,2,127,Social Media,1,0.99,1
LEAD_5493,Enterprise,Healthcare,41,7,874,3,2,4,1,0,124,Referral,1,0.6626,1
LEAD_5494,Small,Healthcare,27,6,1050,6,1,1,3,2,38,Paid Ad,0,0.2098,0
LEAD_5495,Large,Retail,25,21,1273,13,5,0,3,0,17,Paid Ad,1,0.4384,0
LEAD_5496,Medium,Technology,40,12,728,15,7,5,1,2,55,Paid Ad,1,0.3688,0
LEAD_5497,Small,Retail,5,11,1276,2,2,0,4,3,79,Website,0,0.5595,1
LEAD_5498,Medium,Education,39,16,653,13,6,4,3,2,111,Paid Ad,0,0.543,1
LEAD_5499,Large,Finance,1,15,382,9,8,5,6,1,28,Referral,1,0.8044,1
LEAD_5500,Small,Finance,10,1,1359,3,3,0,7,3,38,Website,1,0.708,1
LEAD_5501,Medium,Retail,35,10,30,12,9,3,2,1,92,Referral,0,0.5032,1
LEAD_5502,Small,Technology,29,6,1574,12,4,1,7,1,83,Paid Ad,0,0.679,1
LEAD_5503,Large,Retail,32,3,856,10,3,2,4,1,65,Event,0,0.577,1
LEAD_5504,Small,Healthcare,32,3,1083,2,2,3,8,0,124,Referral,1,0.5405,1
LEAD_5505,Medium,Manufacturing,47,5,457,14,3,1,3,2,30,Event,1,0.6066,1
LEAD_5506,Large,Healthcare,45,8,405,9,0,4,6,1,36,Referral,1,0.7715,1
LEAD_5507,Enterprise,Manufacturing,34,24,389,15,0,4,6,2,11,Paid Ad,1,0.8987,1
LEAD_5508,Small,Manufacturing,3,13,122,7,7,0,7,2,163,Social Media,1,0.0955,0
LEAD_5509,Small,Retail,48,23,1175,7,7,2,8,2,44,Website,1,0.808,1
LEAD_5510,Large,Technology,8,18,693,11,6,2,7,3,26,Social Media,1,0.925,1
LEAD_5511,Medium,Healthcare,28,19,132,0,0,4,5,2,65,Referral,0,0.877,1
LEAD_5512,Medium,Healthcare,10,11,403,13,1,2,8,1,98,Event,1,0.5914,1
LEAD_5513,Enterprise,Finance,22,2,907,12,8,0,3,3,14,Paid Ad,1,0.99,1
LEAD_5514,Medium,Healthcare,42,7,1011,6,6,1,3,2,47,Event,1,0.6754,1
LEAD_5515,Enterprise,Retail,49,13,1289,8,5,4,2,3,129,Referral,1,0.99,1
LEAD_5516,Small,Education,37,2,1204,10,2,1,3,3,49,Paid Ad,1,0.4604,0
LEAD_5517,Small,Healthcare,12,6,1479,11,5,2,1,3,128,Event,1,0.6768,1
LEAD_5518,Small,Healthcare,11,25,1337,3,0,0,0,3,33,Event,1,0.7967,1
LEAD_5519,Enterprise,Finance,26,8,1531,14,8,4,3,0,165,Website,0,0.8722,1
LEAD_5520,Large,Healthcare,37,25,725,5,5,3,6,2,94,Referral,0,0.7969,1
LEAD_5521,Enterprise,Education,39,4,666,0,0,0,5,2,27,Event,1,0.7908,1
LEAD_5522,Small,Education,50,23,772,12,3,2,3,2,123,Referral,1,0.4329,0
LEAD_5523,Medium,Manufacturing,33,5,1432,12,10,0,7,0,60,Paid Ad,0,0.6872,1
LEAD_5524,Enterprise,Manufacturing,48,20,637,7,5,3,5,0,59,Event,1,0.5891,1
LEAD_5525,Medium,Healthcare,40,13,954,14,8,3,3,3,18,Referral,1,0.7974,1
LEAD_5526,Medium,Technology,42,24,135,13,2,3,7,1,163,Paid Ad,1,0.6951,1
LEAD_5527,Large,Retail,45,24,167,5,5,3,3,3,86,Website,1,0.99,1
LEAD_5528,Large,Technology,31,9,1269,0,0,3,8,1,172,Website,0,0.8487,1
LEAD_5529,Medium,Finance,2,19,55,13,1,1,0,2,144,Paid Ad,0,0.5027,1
LEAD_5530,Medium,Finance,45,28,779,6,6,4,5,1,11,Social Media,1,0.8018,1
LEAD_5531,Enterprise,Healthcare,32,5,478,13,4,0,3,0,99,Social Media,0,0.4886,0
LEAD_5532,Small,Manufacturing,45,15,709,10,5,5,4,0,75,Social Media,1,0.4712,0
LEAD_5533,Small,Healthcare,45,14,745,4,4,2,2,3,50,Event,1,0.6931,1
LEAD_5534,Medium,Technology,30,12,941,15,6,3,1,1,1,Website,1,0.99,1
LEAD_5535,Large,Retail,29,16,426,2,2,4,4,1,37,Paid Ad,1,0.9457,1
LEAD_5536,Medium,Manufacturing,2,23,732,11,4,5,3,0,41,Social Media,0,0.4391,0
LEAD_5537,Large,Finance,35,2,58,5,4,0,2,3,9,Event,1,0.99,1
LEAD_5538,Large,Education,40,11,1077,1,1,1,2,3,70,Social Media,0,0.7089,1
LEAD_5539,Large,Retail,2,20,992,9,8,5,6,2,55,Social Media,1,0.8675,1
LEAD_5540,Large,Healthcare,11,15,1258,6,6,3,2,2,78,Website,0,0.5989,1
LEAD_5541,Small,Finance,48,3,965,8,8,4,7,0,73,Paid Ad,1,0.9207,1
LEAD_5542,Enterprise,Finance,2,15,1054,2,2,0,6,2,151,Website,0,0.5404,1
LEAD_5543,Large,Education,16,11,1377,14,3,5,3,2,21,Event,1,0.99,1
LEAD_5544,Small,Healthcare,47,16,942,5,5,2,8,2,56,Referral,1,0.7996,1
LEAD_5545,Medium,Retail,25,12,1342,4,4,5,3,0,69,Referral,1,0.99,1
LEAD_5546,Large,Healthcare,29,20,263,1,1,1,3,3,144,Referral,0,0.4484,0
LEAD_5547,Medium,Finance,47,19,778,6,5,5,6,2,106,Website,1,0.99,1
LEAD_5548,Large,Technology,50,25,125,8,8,4,6,3,88,Social Media,1,0.99,1
LEAD_5549,Large,Education,43,16,401,12,3,0,8,0,33,Paid Ad,1,0.3676,0
LEAD_5550,Medium,Education,39,16,280,4,4,3,3,3,173,Website,1,0.6256,1
LEAD_5551,Large,Technology,34,12,88,15,0,4,5,0,117,Paid Ad,0,0.6857,1
LEAD_5552,Small,Technology,9,16,1336,14,9,4,8,2,62,Referral,1,0.99,1
LEAD_5553,Small,Technology,31,18,1527,4,4,1,6,3,155,Website,0,0.6754,1
LEAD_5554,Enterprise,Manufacturing,24,19,1036,0,0,1,2,0,70,Event,0,0.7734,1
LEAD_5555,Medium,Manufacturing,31,23,1303,1,1,3,4,0,63,Referral,1,0.366,0
LEAD_5556,Medium,Healthcare,12,22,1370,2,2,2,3,0,5,Social Media,0,0.4948,0
LEAD_5557,Medium,Finance,27,12,1455,14,9,4,1,2,111,Referral,1,0.6012,1
LEAD_5558,Medium,Retail,4,9,386,3,3,1,5,2,10,Paid Ad,1,0.99,1
LEAD_5559,Small,Finance,29,4,511,0,0,1,6,1,111,Referral,0,0.8525,1
LEAD_5560,Large,Finance,34,21,1222,1,1,3,5,2,165,Referral,1,0.6666,1
LEAD_5561,Large,Technology,21,18,1386,1,1,1,6,2,101,Event,1,0.9508,1
LEAD_5562,Small,Education,31,23,561,2,1,2,5,1,160,Paid Ad,0,0.4346,0
LEAD_5563,Medium,Retail,19,29,497,10,0,5,7,0,30,Social Media,0,0.5029,1
LEAD_5564,Large,Technology,41,12,1775,1,1,3,6,0,2,Event,1,0.7887,1
LEAD_5565,Small,Healthcare,41,21,1679,6,6,5,8,0,89,Social Media,1,0.9392,1
LEAD_5566,Large,Technology,9,2,540,12,2,3,5,1,53,Social Media,1,0.7922,1
LEAD_5567,Large,Education,12,1,945,11,4,1,5,2,43,Referral,1,0.9441,1
LEAD_5568,Medium,Healthcare,6,11,1411,12,8,4,0,3,37,Referral,1,0.6106,1
LEAD_5569,Large,Technology,42,21,272,0,0,2,1,0,95,Referral,1,0.808,1
LEAD_5570,Small,Education,19,11,60,9,1,0,5,1,36,Paid Ad,0,0.2866,0
LEAD_5571,Small,Finance,37,18,1334,1,1,5,1,2,108,Event,1,0.9189,1
LEAD_5572,Enterprise,Finance,22,11,1344,2,2,5,6,3,105,Website,1,0.869,1
LEAD_5573,Small,Manufacturing,42,26,1437,14,2,2,5,2,84,Referral,0,0.99,1
