product_id,product_name,category,subcategory,region,quarter,year,sales,units_sold,profit,profit_margin,return_rate,avg_rating,review_count
PRD_219,Dell XPS,Electronics,Laptops,East,Q3 2023,2023,39845.35,9,5462.06,13.71,2.04,4.4,881
PRD_220,Dell XPS,Electronics,Laptops,East,Q4 2023,2023,50142.06,20,6102.84,12.17,2.49,4.4,1712
PRD_221,Dell XPS,Electronics,Laptops,East,Q1 2024,2024,50565.92,13,4531.94,8.96,1.91,3.6,992
PRD_222,Dell XPS,Electronics,Laptops,East,Q2 2024,2024,36139.19,8,5001.66,13.84,3.64,4,596
PRD_223,Dell XPS,Electronics,Laptops,East,Q3 2024,2024,53984.64,12,5576.87,10.33,2.67,3.7,1579
PRD_224,Dell XPS,Electronics,Laptops,East,Q4 2024,2024,62173.56,13,8362.09,13.45,3.08,3.9,691
PRD_225,Dell XPS,Electronics,Laptops,West,Q1 2023,2023,86739.45,18,7196.51,8.3,3.09,4.6,797
PRD_226,Dell XPS,Electronics,Laptops,West,Q2 2023,2023,85398.36,25,10858.26,12.71,2.94,4.2,162
PRD_227,Dell XPS,Electronics,Laptops,West,Q3 2023,2023,63096.63,18,8158.23,12.93,3.29,4.4,280
PRD_228,Dell XPS,Electronics,Laptops,West,Q4 2023,2023,126267.09,147,14983.65,11.87,3.2,4.7,1717
PRD_229,Dell XPS,Electronics,Laptops,West,Q1 2024,2024,91117.78,41,11646.36,12.78,2.05,4.3,679
PRD_230,Dell XPS,Electronics,Laptops,West,Q2 2024,2024,81319.41,58,7600.97,9.35,1.38,4,1467
PRD_231,Dell XPS,Electronics,Laptops,West,Q3 2024,2024,77937.31,16,8275.24,10.62,3.88,4.6,1301
PRD_232,Dell XPS,Electronics,Laptops,West,Q4 2024,2024,118033.49,34,11097.73,9.4,2.42,3.5,1236
PRD_233,Dell XPS,Electronics,Laptops,Central,Q1 2023,2023,26896.68,7,3480.89,12.94,3.32,3.7,1666
PRD_234,Dell XPS,Electronics,Laptops,Central,Q2 2023,2023,33609.97,7,4152.7,12.36,2.49,4.1,245
PRD_235,Dell XPS,Electronics,Laptops,Central,Q3 2023,2023,27398.86,8,3140.12,11.46,2.49,3.6,1992
PRD_236,Dell XPS,Electronics,Laptops,Central,Q4 2023,2023,34648.2,14,3378.33,9.75,1.29,4.5,1944
PRD_237,Dell XPS,Electronics,Laptops,Central,Q1 2024,2024,34931.64,8,4222.19,12.09,3.61,4,1760
PRD_238,Dell XPS,Electronics,Laptops,Central,Q2 2024,2024,30968.35,6,3629.87,11.72,1.42,3.9,839
PRD_239,Dell XPS,Electronics,Laptops,Central,Q3 2024,2024,39959.57,41,5657.13,14.16,2.89,3.7,659
PRD_240,Dell XPS,Electronics,Laptops,Central,Q4 2024,2024,36702.84,12,4361.68,11.88,3.01,4.5,1595
PRD_241,ThinkPad,Electronics,Laptops,North,Q1 2023,2023,48726.05,14,4887.04,10.03,3.89,4,1071
PRD_242,ThinkPad,Electronics,Laptops,North,Q2 2023,2023,74134.35,104,8660.55,11.68,1.1,4.8,1222
PRD_243,ThinkPad,Electronics,Laptops,North,Q3 2023,2023,46812.31,20,3821.6,8.16,3.11,4.7,1709
PRD_244,ThinkPad,Electronics,Laptops,North,Q4 2023,2023,69152.31,19,7288.16,10.54,2.6,4.3,1870
PRD_245,ThinkPad,Electronics,Laptops,North,Q1 2024,2024,58560.48,11,7726.6,13.19,2.07,3.5,129
PRD_246,ThinkPad,Electronics,Laptops,North,Q2 2024,2024,83900.84,26,10620.37,12.66,3.01,4,1273
PRD_247,ThinkPad,Electronics,Laptops,North,Q3 2024,2024,68779.66,135,9764.01,14.2,2.01,4.5,1641
PRD_248,ThinkPad,Electronics,Laptops,North,Q4 2024,2024,91268.84,24,8495.23,9.31,1.63,4.6,67
PRD_249,ThinkPad,Electronics,Laptops,South,Q1 2023,2023,64319.45,16,7813.02,12.15,1.58,3.9,324
PRD_250,ThinkPad,Electronics,Laptops,South,Q2 2023,2023,71155.31,29,9117.63,12.81,1.66,4.7,1821
PRD_251,ThinkPad,Electronics,Laptops,South,Q3 2023,2023,60805.24,19,7326.96,12.05,2.72,4,1573
PRD_252,ThinkPad,Electronics,Laptops,South,Q4 2023,2023,111904.77,33,16329.96,14.59,2.57,4.6,1162
PRD_253,ThinkPad,Electronics,Laptops,South,Q1 2024,2024,88864.35,88,10287.14,11.58,2.3,4.3,1403
PRD_254,ThinkPad,Electronics,Laptops,South,Q2 2024,2024,88709.32,21,12831.56,14.46,2.77,3.6,425
PRD_255,ThinkPad,Electronics,Laptops,South,Q3 2024,2024,71840.31,38,6445.77,8.97,2.28,3.8,1604
PRD_256,ThinkPad,Electronics,Laptops,South,Q4 2024,2024,89202.37,43,11464.15,12.85,1.86,3.5,1397
PRD_257,ThinkPad,Electronics,Laptops,East,Q1 2023,2023,47620.52,27,3949.17,8.29,2.71,3.9,1360
PRD_258,ThinkPad,Electronics,Laptops,East,Q2 2023,2023,47870.29,10,5237.65,10.94,1.89,4.6,129
PRD_259,ThinkPad,Electronics,Laptops,East,Q3 2023,2023,37485.09,10,3254.13,8.68,3.86,4.2,291
PRD_260,ThinkPad,Electronics,Laptops,East,Q4 2023,2023,48704.58,13,6216.8,12.76,3.52,3.6,1271
PRD_261,ThinkPad,Electronics,Laptops,East,Q1 2024,2024,43909.64,12,4961.44,11.3,1.67,4.5,109
PRD_262,ThinkPad,Electronics,Laptops,East,Q2 2024,2024,58819.53,16,6799.05,11.56,2.59,3.7,1471
PRD_263,ThinkPad,Electronics,Laptops,East,Q3 2024,2024,37376.88,21,5497.51,14.71,3.52,4.2,442
PRD_264,ThinkPad,Electronics,Laptops,East,Q4 2024,2024,82190.68,18,6997.1,8.51,1.24,3.7,297
PRD_265,ThinkPad,Electronics,Laptops,West,Q1 2023,2023,75281.04,70,6431.18,8.54,1.74,4.8,958
PRD_266,ThinkPad,Electronics,Laptops,West,Q2 2023,2023,57396.99,26,4874.08,8.49,1.38,4.6,1634
PRD_267,ThinkPad,Electronics,Laptops,West,Q3 2023,2023,84069.05,17,6948.31,8.27,1.14,3.6,734
PRD_268,ThinkPad,Electronics,Laptops,West,Q4 2023,2023,108693.87,22,15738.71,14.48,2.57,4.4,1020
PRD_269,ThinkPad,Electronics,Laptops,West,Q1 2024,2024,71411.76,34,6802.05,9.53,1.76,4.1,803
PRD_270,ThinkPad,Electronics,Laptops,West,Q2 2024,2024,81777.03,32,8792.14,10.75,1.8,4.8,173
PRD_271,ThinkPad,Electronics,Laptops,West,Q3 2024,2024,106340.33,80,13003.75,12.23,2.27,4.7,1574
PRD_272,ThinkPad,Electronics,Laptops,West,Q4 2024,2024,82514.61,47,9545.5,11.57,1.85,4.3,213
PRD_273,ThinkPad,Electronics,Laptops,Central,Q1 2023,2023,36289.71,12,3280.54,9.04,2.53,4.5,1203
PRD_274,ThinkPad,Electronics,Laptops,Central,Q2 2023,2023,31283.87,7,2926.01,9.35,2.41,3.7,262
PRD_275,ThinkPad,Electronics,Laptops,Central,Q3 2023,2023,23255.1,16,3358.79,14.44,1.21,4.8,753
PRD_276,ThinkPad,Electronics,Laptops,Central,Q4 2023,2023,53993.76,14,5503.32,10.19,1.72,4.8,1322
PRD_277,ThinkPad,Electronics,Laptops,Central,Q1 2024,2024,39003.33,31,5829.99,14.95,1.05,4.2,1740
PRD_278,ThinkPad,Electronics,Laptops,Central,Q2 2024,2024,33893.82,7,3989.11,11.77,2.64,3.6,625
PRD_279,ThinkPad,Electronics,Laptops,Central,Q3 2024,2024,44778.38,42,5970.2,13.33,3.21,3.7,132
PRD_280,ThinkPad,Electronics,Laptops,Central,Q4 2024,2024,64338.49,14,7788.73,12.11,2.93,3.8,180
PRD_281,HP Spectre,Electronics,Laptops,North,Q1 2023,2023,78374.94,18,10123.11,12.92,3.09,4,1403
PRD_282,HP Spectre,Electronics,Laptops,North,Q2 2023,2023,67321.4,15,9924.78,14.74,2.68,4.5,1861
PRD_283,HP Spectre,Electronics,Laptops,North,Q3 2023,2023,51830.93,27,7598.57,14.66,3.55,4.8,62
PRD_284,HP Spectre,Electronics,Laptops,North,Q4 2023,2023,75740.55,17,6473.92,8.55,1.29,3.7,1495
PRD_285,HP Spectre,Electronics,Laptops,North,Q1 2024,2024,68376.64,33,6423.47,9.39,1.41,3.6,252
PRD_286,HP Spectre,Electronics,Laptops,North,Q2 2024,2024,86836.46,88,7768.58,8.95,1.86,4,1395
PRD_287,HP Spectre,Electronics,Laptops,North,Q3 2024,2024,72860.01,21,6070.05,8.33,3.99,4.6,1278
PRD_288,HP Spectre,Electronics,Laptops,North,Q4 2024,2024,108118.36,39,14659.6,13.56,2.48,3.5,1200
PRD_289,HP Spectre,Electronics,Laptops,South,Q1 2023,2023,85407.42,26,12380.85,14.5,1.53,4.2,297
PRD_290,HP Spectre,Electronics,Laptops,South,Q2 2023,2023,73202.29,15,6563.77,8.97,3.58,4,357
PRD_291,HP Spectre,Electronics,Laptops,South,Q3 2023,2023,55355.19,15,6466.71,11.68,3.63,4.1,1490
PRD_292,HP Spectre,Electronics,Laptops,South,Q4 2023,2023,121628.92,39,10795.97,8.88,3.59,3.9,235
PRD_293,HP Spectre,Electronics,Laptops,South,Q1 2024,2024,75022.1,23,8705.75,11.6,1.13,3.9,1266
PRD_294,HP Spectre,Electronics,Laptops,South,Q2 2024,2024,100931.15,27,9665.55,9.58,1.07,4,1861
PRD_295,HP Spectre,Electronics,Laptops,South,Q3 2024,2024,76909.51,16,10623.77,13.81,2.73,4.8,979
PRD_296,HP Spectre,Electronics,Laptops,South,Q4 2024,2024,78775.32,55,11768.25,14.94,3.82,4.4,1641
PRD_297,HP Spectre,Electronics,Laptops,East,Q1 2023,2023,36113.82,13,4710.35,13.04,3.97,4,1004
PRD_298,HP Spectre,Electronics,Laptops,East,Q2 2023,2023,53112.46,21,5047.54,9.5,3.25,3.7,477
PRD_299,HP Spectre,Electronics,Laptops,East,Q3 2023,2023,46026.85,12,6718.92,14.6,2.85,4.5,431
PRD_300,HP Spectre,Electronics,Laptops,East,Q4 2023,2023,47046.21,30,4750.9,10.1,2.48,4.4,123
PRD_301,HP Spectre,Electronics,Laptops,East,Q1 2024,2024,57224.27,83,5989.66,10.47,3.75,4.1,285
PRD_302,HP Spectre,Electronics,Laptops,East,Q2 2024,2024,43917.89,20,4756.91,10.83,2.15,4.4,931
PRD_303,HP Spectre,Electronics,Laptops,East,Q3 2024,2024,48415.94,13,6561.89,13.55,1.11,4.3,1863
PRD_304,HP Spectre,Electronics,Laptops,East,Q4 2024,2024,71365.31,15,8166.52,11.44,1.62,4.2,430
PRD_305,HP Spectre,Electronics,Laptops,West,Q1 2023,2023,78139.73,15,8222.24,10.52,3.66,4.1,311
PRD_306,HP Spectre,Electronics,Laptops,West,Q2 2023,2023,83342.9,24,7825.48,9.39,2.08,3.7,780
PRD_307,HP Spectre,Electronics,Laptops,West,Q3 2023,2023,83839.15,33,7468.37,8.91,3.8,4.1,1238
PRD_308,HP Spectre,Electronics,Laptops,West,Q4 2023,2023,119160.52,24,12125.5,10.18,2.99,4.2,563
PRD_309,HP Spectre,Electronics,Laptops,West,Q1 2024,2024,107699.33,25,15363.33,14.27,1.28,4.4,927
PRD_310,HP Spectre,Electronics,Laptops,West,Q2 2024,2024,59065.47,18,7868.41,13.32,2.98,4.5,1328
PRD_311,HP Spectre,Electronics,Laptops,West,Q3 2024,2024,64154.03,45,9116.68,14.21,2.48,3.7,850
PRD_312,HP Spectre,Electronics,Laptops,West,Q4 2024,2024,133934.75,42,15452.28,11.54,2.04,4.7,783
PRD_313,HP Spectre,Electronics,Laptops,Central,Q1 2023,2023,26237.28,6,3579.08,13.64,3.06,4.7,1471
PRD_314,HP Spectre,Electronics,Laptops,Central,Q2 2023,2023,31802.95,7,3217.36,10.12,2.63,4.6,1514
PRD_315,HP Spectre,Electronics,Laptops,Central,Q3 2023,2023,31471.39,40,4096.48,13.02,2.38,4.3,1471
PRD_316,HP Spectre,Electronics,Laptops,Central,Q4 2023,2023,45168.07,16,4221.51,9.35,3.9,3.7,259
PRD_317,HP Spectre,Electronics,Laptops,Central,Q1 2024,2024,41511.92,14,4544.19,10.95,1.89,4.1,1168
PRD_318,HP Spectre,Electronics,Laptops,Central,Q2 2024,2024,40181.12,13,5141.46,12.8,3.71,4.7,1996
PRD_319,HP Spectre,Electronics,Laptops,Central,Q3 2024,2024,37327.56,10,3588.07,9.61,3.47,3.9,465
PRD_320,HP Spectre,Electronics,Laptops,Central,Q4 2024,2024,43575.21,34,6006.1,13.78,2.57,4,275
PRD_321,AirPods,Electronics,Accessories,North,Q1 2023,2023,54739.79,12,4674.58,8.54,3.14,3.6,1527
PRD_322,AirPods,Electronics,Accessories,North,Q2 2023,2023,57569.88,18,6468.95,11.24,2.71,4.4,428
PRD_323,AirPods,Electronics,Accessories,North,Q3 2023,2023,50162.48,10,4878.1,9.72,1.83,3.8,676
PRD_324,AirPods,Electronics,Accessories,North,Q4 2023,2023,69726.21,19,6379.82,9.15,2.84,4.2,1573
PRD_325,AirPods,Electronics,Accessories,North,Q1 2024,2024,59470.42,30,7318.81,12.31,2.24,4.4,781
PRD_326,AirPods,Electronics,Accessories,North,Q2 2024,2024,80138.45,34,6450.55,8.05,2.05,4,1322
PRD_327,AirPods,Electronics,Accessories,North,Q3 2024,2024,71568.4,23,8844.69,12.36,3.42,3.8,1030
PRD_328,AirPods,Electronics,Accessories,North,Q4 2024,2024,127018.95,32,16002.65,12.6,3.2,3.9,58
PRD_329,AirPods,Electronics,Accessories,South,Q1 2023,2023,67043.17,13,8152.56,12.16,2.75,3.7,152
PRD_330,AirPods,Electronics,Accessories,South,Q2 2023,2023,55124.6,25,6386.53,11.59,2.14,3.8,113
PRD_331,AirPods,Electronics,Accessories,South,Q3 2023,2023,54574.44,23,6525.77,11.96,2.56,3.5,183
PRD_332,AirPods,Electronics,Accessories,South,Q4 2023,2023,122428.75,103,17529.5,14.32,2.31,4.4,274
PRD_333,AirPods,Electronics,Accessories,South,Q1 2024,2024,97772.27,37,11609.92,11.87,1.64,4.1,1055
PRD_334,AirPods,Electronics,Accessories,South,Q2 2024,2024,58998.84,13,4819.18,8.17,3.76,3.7,1037
PRD_335,AirPods,Electronics,Accessories,South,Q3 2024,2024,57813.89,27,5500.96,9.51,3.85,3.8,934
PRD_336,AirPods,Electronics,Accessories,South,Q4 2024,2024,114622.91,125,13093.56,11.42,2.88,4.5,552
PRD_337,AirPods,Electronics,Accessories,East,Q1 2023,2023,41613.3,9,4732.44,11.37,1.9,3.6,1566
PRD_338,AirPods,Electronics,Accessories,East,Q2 2023,2023,39165.86,58,3411.77,8.71,1.33,3.7,664
PRD_339,AirPods,Electronics,Accessories,East,Q3 2023,2023,49779.9,58,6225.27,12.51,3.97,4.8,983
PRD_340,AirPods,Electronics,Accessories,East,Q4 2023,2023,62482.42,26,7275.72,11.64,1.47,4.2,543
PRD_341,AirPods,Electronics,Accessories,East,Q1 2024,2024,37353.41,11,4157.94,11.13,2.89,4.6,1496
PRD_342,AirPods,Electronics,Accessories,East,Q2 2024,2024,42208.57,15,5506.68,13.05,1.34,3.7,76
PRD_343,AirPods,Electronics,Accessories,East,Q3 2024,2024,55933.35,59,5645.58,10.09,2.12,3.9,1109
PRD_344,AirPods,Electronics,Accessories,East,Q4 2024,2024,86066.6,30,11671.83,13.56,1.26,4.8,1014
PRD_345,AirPods,Electronics,Accessories,West,Q1 2023,2023,64358.15,40,6224.7,9.67,2.18,4.1,632
PRD_346,AirPods,Electronics,Accessories,West,Q2 2023,2023,72396.56,25,6852.18,9.46,1.85,4.3,1134
PRD_347,AirPods,Electronics,Accessories,West,Q3 2023,2023,66495.04,14,7477.43,11.25,2.06,3.8,1723
PRD_348,AirPods,Electronics,Accessories,West,Q4 2023,2023,116057.04,60,15120.63,13.03,3.57,4,850
PRD_349,AirPods,Electronics,Accessories,West,Q1 2024,2024,58969.65,28,7140.62,12.11,1.53,3.8,1238
PRD_350,AirPods,Electronics,Accessories,West,Q2 2024,2024,95739.11,49,10470.92,10.94,3.29,3.7,516
PRD_351,AirPods,Electronics,Accessories,West,Q3 2024,2024,94109.36,22,7692.96,8.17,2.63,4.7,260
PRD_352,AirPods,Electronics,Accessories,West,Q4 2024,2024,132758.28,39,16143.8,12.16,3.73,3.9,538
PRD_353,AirPods,Electronics,Accessories,Central,Q1 2023,2023,26666.49,30,3803.86,14.26,2.85,4.1,142
PRD_354,AirPods,Electronics,Accessories,Central,Q2 2023,2023,38020.37,14,3990.2,10.49,1.96,4.6,1674
PRD_355,AirPods,Electronics,Accessories,Central,Q3 2023,2023,37608.33,10,4455.53,11.85,2.15,3.6,1051
PRD_356,AirPods,Electronics,Accessories,Central,Q4 2023,2023,54586.38,11,4423.64,8.1,2.41,4.5,188
PRD_357,AirPods,Electronics,Accessories,Central,Q1 2024,2024,29342.9,22,3550.41,12.1,1.24,4.6,1754
PRD_358,AirPods,Electronics,Accessories,Central,Q2 2024,2024,27590.89,9,3547.18,12.86,3.89,4.5,1290
PRD_359,AirPods,Electronics,Accessories,Central,Q3 2024,2024,36894.3,19,3900.06,10.57,3.88,3.7,529
PRD_360,AirPods,Electronics,Accessories,Central,Q4 2024,2024,43662.28,20,5357.53,12.27,3.67,4,1501
PRD_361,Smart Watch,Electronics,Accessories,North,Q1 2023,2023,67062.78,21,7871.06,11.74,3.2,4.5,1944
PRD_362,Smart Watch,Electronics,Accessories,North,Q2 2023,2023,76951.01,21,9105.59,11.83,2.57,3.7,1608
PRD_363,Smart Watch,Electronics,Accessories,North,Q3 2023,2023,78972.1,19,11337.16,14.36,1.04,3.7,243
PRD_364,Smart Watch,Electronics,Accessories,North,Q4 2023,2023,83901.49,53,6972.43,8.31,3.84,4.6,475
PRD_365,Smart Watch,Electronics,Accessories,North,Q1 2024,2024,65242.88,16,7684.09,11.78,2.36,4.3,758
PRD_366,Smart Watch,Electronics,Accessories,North,Q2 2024,2024,53430.66,12,6961.67,13.03,1.53,4.8,1737
PRD_367,Smart Watch,Electronics,Accessories,North,Q3 2024,2024,59043.67,24,7147.01,12.1,2.55,4.2,1875
PRD_368,Smart Watch,Electronics,Accessories,North,Q4 2024,2024,113541.25,98,11155.46,9.83,1.27,3.6,609
PRD_369,Smart Watch,Electronics,Accessories,South,Q1 2023,2023,82295.54,143,9158.63,11.13,3.5,3.6,1580
PRD_370,Smart Watch,Electronics,Accessories,South,Q2 2023,2023,72845.21,30,6958.94,9.55,1.3,4.5,1343
PRD_371,Smart Watch,Electronics,Accessories,South,Q3 2023,2023,78848.02,38,9763.52,12.38,3.88,4.3,639
PRD_372,Smart Watch,Electronics,Accessories,South,Q4 2023,2023,101652.64,29,9172.06,9.02,2.73,3.8,117
PRD_373,Smart Watch,Electronics,Accessories,South,Q1 2024,2024,85595.14,31,8700.21,10.16,3.68,3.7,1288
PRD_374,Smart Watch,Electronics,Accessories,South,Q2 2024,2024,65922.53,16,5454.63,8.27,2.72,4.7,1158
PRD_375,Smart Watch,Electronics,Accessories,South,Q3 2024,2024,56970.18,18,5636.45,9.89,2.22,3.8,994
PRD_376,Smart Watch,Electronics,Accessories,South,Q4 2024,2024,85354.05,18,8090.73,9.48,2.29,4.4,1525
PRD_377,Smart Watch,Electronics,Accessories,East,Q1 2023,2023,46966.36,12,5748.57,12.24,3.2,3.7,605
PRD_378,Smart Watch,Electronics,Accessories,East,Q2 2023,2023,43886.74,27,4008.3,9.13,3.44,4.3,244
PRD_379,Smart Watch,Electronics,Accessories,East,Q3 2023,2023,39609.67,12,4426.13,11.17,1.95,4.4,1719
PRD_380,Smart Watch,Electronics,Accessories,East,Q4 2023,2023,43973.2,29,5101.68,11.6,2.11,3.6,1378
PRD_381,Smart Watch,Electronics,Accessories,East,Q1 2024,2024,40090.67,59,3320.17,8.28,3.23,4.2,1252
PRD_382,Smart Watch,Electronics,Accessories,East,Q2 2024,2024,54528.98,14,4773.29,8.75,3.39,4.5,1667
PRD_383,Smart Watch,Electronics,Accessories,East,Q3 2024,2024,39875.54,10,4977.42,12.48,3.88,3.8,1407
PRD_384,Smart Watch,Electronics,Accessories,East,Q4 2024,2024,57887.09,12,7615.64,13.16,1.37,4.7,1816
PRD_385,Smart Watch,Electronics,Accessories,West,Q1 2023,2023,64533.23,28,6052.65,9.38,1.05,3.8,1091
PRD_386,Smart Watch,Electronics,Accessories,West,Q2 2023,2023,71168.15,28,9062.73,12.73,1.36,4.6,1205
PRD_387,Smart Watch,Electronics,Accessories,West,Q3 2023,2023,54205.44,58,4990.19,9.21,2.82,4.3,1510
PRD_388,Smart Watch,Electronics,Accessories,West,Q4 2023,2023,106790.69,58,8857.71,8.29,1.43,3.7,1821
PRD_389,Smart Watch,Electronics,Accessories,West,Q1 2024,2024,74085.7,73,10904.55,14.72,3.6,4.6,773
PRD_390,Smart Watch,Electronics,Accessories,West,Q2 2024,2024,60191.32,21,8546.77,14.2,2.37,3.8,184
PRD_391,Smart Watch,Electronics,Accessories,West,Q3 2024,2024,81058.89,39,9983.61,12.32,3.98,4,419
PRD_392,Smart Watch,Electronics,Accessories,West,Q4 2024,2024,149435.43,70,16915.78,11.32,2.35,4.1,1606
PRD_393,Smart Watch,Electronics,Accessories,Central,Q1 2023,2023,40280.62,32,5022.38,12.47,3.61,4.5,977
PRD_394,Smart Watch,Electronics,Accessories,Central,Q2 2023,2023,38523.33,27,4278.8,11.11,2.14,4.7,1450
PRD_395,Smart Watch,Electronics,Accessories,Central,Q3 2023,2023,31747.12,12,4458.11,14.04,1.18,3.9,1695
PRD_396,Smart Watch,Electronics,Accessories,Central,Q4 2023,2023,40960.05,18,5635.62,13.76,2.83,3.9,1010
PRD_397,Smart Watch,Electronics,Accessories,Central,Q1 2024,2024,45574.59,15,5947.78,13.05,2.32,3.8,1691
PRD_398,Smart Watch,Electronics,Accessories,Central,Q2 2024,2024,45292.21,9,3792.59,8.37,1.34,3.7,1042
PRD_399,Smart Watch,Electronics,Accessories,Central,Q3 2024,2024,28055.2,8,3269.76,11.65,2.8,4.2,500
PRD_400,Smart Watch,Electronics,Accessories,Central,Q4 2024,2024,56236.03,22,5097.02,9.06,1.4,3.7,650
PRD_401,Tablet,Electronics,Accessories,North,Q1 2023,2023,53385.54,12,6595.47,12.35,1.17,4.1,407
PRD_402,Tablet,Electronics,Accessories,North,Q2 2023,2023,80515.76,16,7785.31,9.67,1.47,3.9,1420
PRD_403,Tablet,Electronics,Accessories,North,Q3 2023,2023,44198.25,85,6587.58,14.9,3.92,3.8,351
PRD_404,Tablet,Electronics,Accessories,North,Q4 2023,2023,76200.21,25,11396.55,14.96,1.81,3.8,173
PRD_405,Tablet,Electronics,Accessories,North,Q1 2024,2024,89540.17,93,11313.8,12.64,2.34,3.9,1164
PRD_406,Tablet,Electronics,Accessories,North,Q2 2024,2024,73550.67,97,7622.56,10.36,3.39,4.2,143
PRD_407,Tablet,Electronics,Accessories,North,Q3 2024,2024,65732.8,17,9244.22,14.06,3.3,4.6,1378
PRD_408,Tablet,Electronics,Accessories,North,Q4 2024,2024,121659.98,64,11689.83,9.61,3.85,4.4,1112
PRD_409,Tablet,Electronics,Accessories,South,Q1 2023,2023,75944.36,18,7122.38,9.38,3.92,4.4,1872
PRD_410,Tablet,Electronics,Accessories,South,Q2 2023,2023,50961.99,35,6452.18,12.66,2.55,4.6,1638
PRD_411,Tablet,Electronics,Accessories,South,Q3 2023,2023,79232.28,49,10675.18,13.47,1.25,4,270
PRD_412,Tablet,Electronics,Accessories,South,Q4 2023,2023,122302.78,31,12995.58,10.63,2.19,3.9,841
PRD_413,Tablet,Electronics,Accessories,South,Q1 2024,2024,57041.93,20,6391.07,11.2,2.32,4.3,1990
PRD_414,Tablet,Electronics,Accessories,South,Q2 2024,2024,57492.45,16,7721.82,13.43,3.91,4.1,1771
PRD_415,Tablet,Electronics,Accessories,South,Q3 2024,2024,57375.22,77,7889.95,13.75,1.5,3.8,1318
PRD_416,Tablet,Electronics,Accessories,South,Q4 2024,2024,89188.05,24,13214.97,14.82,3.5,4.4,1101
PRD_417,Tablet,Electronics,Accessories,East,Q1 2023,2023,45777.37,11,5638.57,12.32,3.97,4.4,805
PRD_418,Tablet,Electronics,Accessories,East,Q2 2023,2023,51271.18,33,6437.21,12.56,1.24,4.7,1684
PRD_419,Tablet,Electronics,Accessories,East,Q3 2023,2023,48796.86,14,4708.77,9.65,3.84,4.7,1188
PRD_420,Tablet,Electronics,Accessories,East,Q4 2023,2023,65827.37,32,7300.67,11.09,2.97,4,1625
PRD_421,Tablet,Electronics,Accessories,East,Q1 2024,2024,39411.21,29,4192.07,10.64,3.34,4,756
PRD_422,Tablet,Electronics,Accessories,East,Q2 2024,2024,50149.9,15,6136.47,12.24,3.35,4.1,1809
PRD_423,Tablet,Electronics,Accessories,East,Q3 2024,2024,33953.25,22,2957.07,8.71,2.37,3.9,1851
PRD_424,Tablet,Electronics,Accessories,East,Q4 2024,2024,68176.99,118,6619.35,9.71,1.41,3.6,1999
PRD_425,Tablet,Electronics,Accessories,West,Q1 2023,2023,58809.12,12,6384.04,10.86,1.4,3.7,1674
PRD_426,Tablet,Electronics,Accessories,West,Q2 2023,2023,55843.43,18,7296.48,13.07,1.94,3.9,221
PRD_427,Tablet,Electronics,Accessories,West,Q3 2023,2023,59501.72,38,5113.44,8.59,1.33,4.3,1484
PRD_428,Tablet,Electronics,Accessories,West,Q4 2023,2023,119638.47,54,14106.29,11.79,2.21,3.6,824
PRD_429,Tablet,Electronics,Accessories,West,Q1 2024,2024,67802.88,15,10144.27,14.96,3.39,3.6,472
PRD_430,Tablet,Electronics,Accessories,West,Q2 2024,2024,92069.89,98,12711.98,13.81,1.81,4.1,1685
PRD_431,Tablet,Electronics,Accessories,West,Q3 2024,2024,100376.98,36,11333.88,11.29,1.22,3.5,1240
PRD_432,Tablet,Electronics,Accessories,West,Q4 2024,2024,142737.74,40,13842.35,9.7,1.6,4.5,381
PRD_433,Tablet,Electronics,Accessories,Central,Q1 2023,2023,22073.99,4,2735.11,12.39,3.98,4,1036
PRD_434,Tablet,Electronics,Accessories,Central,Q2 2023,2023,25867.02,11,2740.63,10.6,3.8,3.7,708
PRD_435,Tablet,Electronics,Accessories,Central,Q3 2023,2023,32427.32,8,4640.91,14.31,3.98,3.6,1163
PRD_436,Tablet,Electronics,Accessories,Central,Q4 2023,2023,47814.89,11,5901.86,12.34,1.05,3.5,1691
PRD_437,Tablet,Electronics,Accessories,Central,Q1 2024,2024,45547.23,18,6177.49,13.56,3.85,3.6,1160
PRD_438,Tablet,Electronics,Accessories,Central,Q2 2024,2024,29056.44,10,2771.53,9.54,2.37,4.3,1665
PRD_439,Tablet,Electronics,Accessories,Central,Q3 2024,2024,34866.32,9,4350.47,12.48,2.85,4.5,194
PRD_440,Tablet,Electronics,Accessories,Central,Q4 2024,2024,56456.31,12,7959.75,14.1,3.16,4,1017
PRD_441,Power Bank,Electronics,Accessories,North,Q1 2023,2023,54429.01,19,6307.7,11.59,2.56,4.2,1014
PRD_442,Power Bank,Electronics,Accessories,North,Q2 2023,2023,70009.64,20,7391.2,10.56,1.89,3.9,505
PRD_443,Power Bank,Electronics,Accessories,North,Q3 2023,2023,63904.86,24,8997.75,14.08,3.88,3.7,1595
PRD_444,Power Bank,Electronics,Accessories,North,Q4 2023,2023,66647.99,40,8100.92,12.15,3.94,4.3,1421
PRD_445,Power Bank,Electronics,Accessories,North,Q1 2024,2024,90253.77,91,10836.2,12.01,2.26,4.5,1810
PRD_446,Power Bank,Electronics,Accessories,North,Q2 2024,2024,92185.37,18,10074.31,10.93,3.63,3.6,1901
PRD_447,Power Bank,Electronics,Accessories,North,Q3 2024,2024,60585.16,28,6663.95,11,2.5,4.1,408
