date,campaign_id,campaign_name,campaign_type,channel,region,impressions,clicks,conversions,spend,revenue,day_of_week,month,quarter,year,ctr,conversion_rate,cpc,cpa,roas
19/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,304429,7595,236,45664.36,176735.07,Friday,January,Q1,2024,2.49,3.11,6.01,193.49,3.87
20/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,461173,13943,526,55340.88,1371388.15,Saturday,January,Q1,2024,3.02,3.77,3.97,105.21,24.78
21/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,423866,11778,409,50864,1142739,Sunday,January,Q1,2024,2.78,3.47,4.32,124.36,22.47
22/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,417056,14254,608,62558.54,1608948.52,Monday,January,Q1,2024,3.42,4.27,4.39,102.89,25.72
23/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,349470,10008,358,52420.58,812940.57,Tuesday,January,Q1,2024,2.86,3.58,5.24,146.43,15.51
24/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,351935,10150,365,52790.34,844781.53,Wednesday,January,Q1,2024,2.88,3.6,5.2,144.63,16
25/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,316818,8225,266,47522.74,617830.74,Thursday,January,Q1,2024,2.6,3.23,5.78,178.66,13
26/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,337773,9349,323,50666.06,1168897.31,Friday,January,Q1,2024,2.77,3.45,5.42,156.86,23.07
27/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,453372,13475,500,54404.7,911479.83,Saturday,January,Q1,2024,2.97,3.71,4.04,108.81,16.75
28/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,281005,5176,119,33720.61,272238.74,Sunday,January,Q1,2024,1.84,2.3,6.51,283.37,8.07
29/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,249539,5103,130,37430.92,452826.68,Monday,January,Q1,2024,2.04,2.55,7.34,287.93,12.1
30/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,392454,12622,507,58868.17,1250666.02,Tuesday,January,Q1,2024,3.22,4.02,4.66,116.11,21.25
31/01/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,353340,10231,370,53001.11,538270.8,Wednesday,January,Q1,2024,2.9,3.62,5.18,143.25,10.16
01/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,329092,8875,299,49363.93,841036.99,Thursday,February,Q1,2024,2.7,3.37,5.56,165.1,17.04
02/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,342924,9637,338,51438.7,1186568.58,Friday,February,Q1,2024,2.81,3.51,5.34,152.19,23.07
03/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,456770,13678,512,54812.45,1651851.83,Saturday,February,Q1,2024,2.99,3.74,4.01,107.06,30.14
04/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,380977,9515,297,45717.24,949980.96,Sunday,February,Q1,2024,2.5,3.12,4.8,153.93,20.78
05/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,288481,6820,201,43272.17,316197.57,Monday,February,Q1,2024,2.36,2.95,6.34,215.28,7.31
06/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,355047,10330,375,53257.15,994465.14,Tuesday,February,Q1,2024,2.91,3.63,5.16,142.02,18.67
07/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,274809,6189,174,41221.48,214207.39,Wednesday,February,Q1,2024,2.25,2.81,6.66,236.91,5.2
08/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,369562,11192,423,55434.32,1138357.95,Thursday,February,Q1,2024,3.03,3.78,4.95,131.05,20.54
09/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,225322,4160,96,33798.35,322152.42,Friday,February,Q1,2024,1.85,2.31,8.12,352.07,9.53
10/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,514987,17387,733,61798.54,1904375.56,Saturday,February,Q1,2024,3.38,4.22,3.55,84.31,30.82
11/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,467448,14325,548,56093.85,1765234.65,Sunday,February,Q1,2024,3.06,3.83,3.92,102.36,31.47
12/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,359160,10571,388,53874.04,661713.2,Monday,February,Q1,2024,2.94,3.67,5.1,138.85,12.28
13/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,408815,13696,573,61322.28,1569440.26,Tuesday,February,Q1,2024,3.35,4.18,4.48,107.02,25.59
14/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,455471,17001,793,68320.78,2535828.23,Wednesday,February,Q1,2024,3.73,4.66,4.02,86.15,37.12
15/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,410979,13841,582,61646.99,1731305.35,Thursday,February,Q1,2024,3.37,4.2,4.45,105.92,28.08
16/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,215872,3819,84,32380.88,176911.82,Friday,February,Q1,2024,1.77,2.2,8.48,385.49,5.46
17/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,317784,6620,172,38134.15,315260.24,Saturday,February,Q1,2024,2.08,2.6,5.76,221.71,8.27
18/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,373711,9156,280,44845.39,991295.14,Sunday,February,Q1,2024,2.45,3.06,4.9,160.16,22.1
19/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,343447,9666,340,51517.18,1354221.28,Monday,February,Q1,2024,2.81,3.52,5.33,151.52,26.29
20/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,377038,11650,449,56555.73,1741255.54,Tuesday,February,Q1,2024,3.09,3.85,4.85,125.96,30.79
21/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,292072,6990,209,43810.91,651746.89,Wednesday,February,Q1,2024,2.39,2.99,6.27,209.62,14.88
22/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,354427,10294,373,53164.1,1044558.75,Thursday,February,Q1,2024,2.9,3.62,5.16,142.53,19.65
23/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,290047,6894,204,43507.11,550661.59,Friday,February,Q1,2024,2.38,2.96,6.31,213.27,12.66
24/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,374847,9212,282,44981.72,675998.67,Saturday,February,Q1,2024,2.46,3.06,4.88,159.51,15.03
25/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,306929,6176,155,36831.54,161437.15,Sunday,February,Q1,2024,2.01,2.51,5.96,237.62,4.38
26/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,278577,6359,181,41786.66,272016.74,Monday,February,Q1,2024,2.28,2.85,6.57,230.87,6.51
27/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,249300,5093,130,37395.05,277065.64,Tuesday,February,Q1,2024,2.04,2.55,7.34,287.65,7.41
28/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,274980,6196,174,41247.1,319708.76,Wednesday,February,Q1,2024,2.25,2.81,6.66,237.05,7.75
29/02/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,413663,14023,594,62049.53,1324614.26,Thursday,February,Q1,2024,3.39,4.24,4.42,104.46,21.35
01/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,240686,5459,154,36103.01,467783.8,Friday,March,Q1,2024,2.27,2.82,6.61,234.44,12.96
02/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,566895,24229,1294,68027.42,3906808.62,Saturday,March,Q1,2024,4.27,5.34,2.81,52.57,57.43
03/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,408016,12551,482,48961.94,879211.34,Sunday,March,Q1,2024,3.08,3.84,3.9,101.58,17.96
04/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,308082,8945,324,46212.44,437885.12,Monday,March,Q1,2024,2.9,3.62,5.17,142.63,9.48
05/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,246096,5707,165,36914.46,555039.76,Tuesday,March,Q1,2024,2.32,2.89,6.47,223.72,15.04
06/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,338712,10812,431,50806.86,671359.38,Wednesday,March,Q1,2024,3.19,3.99,4.7,117.88,13.21
07/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,262895,6513,201,39434.34,716022.06,Thursday,March,Q1,2024,2.48,3.09,6.05,196.19,18.16
08/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,304349,8729,312,45652.47,713312.02,Friday,March,Q1,2024,2.87,3.57,5.23,146.32,15.62
09/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,561525,23772,1258,67383.03,2357021.57,Saturday,March,Q1,2024,4.23,5.29,2.83,53.56,34.98
10/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,364240,10002,343,43708.82,1146868.53,Sunday,March,Q1,2024,2.75,3.43,4.37,127.43,26.24
11/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,365389,12582,541,54808.47,1499326.73,Monday,March,Q1,2024,3.44,4.3,4.36,101.31,27.36
12/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,255317,6143,184,38297.59,669387.7,Tuesday,March,Q1,2024,2.41,3,6.23,208.14,17.48
13/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,295020,8202,285,44253.15,730081.81,Wednesday,March,Q1,2024,2.78,3.47,5.4,155.27,16.5
14/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,402320,15254,722,60348.15,2077833.66,Thursday,March,Q1,2024,3.79,4.73,3.96,83.58,34.43
15/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,259845,6363,194,38976.84,568794.81,Friday,March,Q1,2024,2.45,3.05,6.13,200.91,14.59
16/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,505994,19303,920,60719.35,1718217.75,Saturday,March,Q1,2024,3.81,4.77,3.15,66,28.3
17/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,423943,13550,541,50873.19,1397241.16,Sunday,March,Q1,2024,3.2,3.99,3.75,94.04,27.47
18/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,263678,6552,203,39551.73,295979.7,Monday,March,Q1,2024,2.48,3.1,6.04,194.84,7.48
19/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,334677,10556,416,50201.65,1266160.85,Tuesday,March,Q1,2024,3.15,3.94,4.76,120.68,25.22
20/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,354889,11869,496,53233.38,522587.33,Wednesday,March,Q1,2024,3.34,4.18,4.49,107.33,9.82
21/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,334047,10516,413,50107.19,1635030.49,Thursday,March,Q1,2024,3.15,3.93,4.76,121.32,32.63
22/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,203797,3914,93,30569.59,210614.2,Friday,March,Q1,2024,1.92,2.38,7.81,328.71,6.89
23/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,317366,7593,227,38084.03,370528.71,Saturday,March,Q1,2024,2.39,2.99,5.02,167.77,9.73
24/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,352990,9394,312,42358.87,545601.48,Sunday,March,Q1,2024,2.66,3.32,4.51,135.77,12.88
25/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,292677,8072,278,43901.57,1199696.76,Monday,March,Q1,2024,2.76,3.44,5.44,157.92,27.33
26/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,333980,10512,413,50097.05,1157316.71,Tuesday,March,Q1,2024,3.15,3.93,4.77,121.3,23.1
27/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,307658,8920,323,46148.85,905106.67,Wednesday,March,Q1,2024,2.9,3.62,5.17,142.88,19.61
28/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,217753,4468,114,32663.08,221830.74,Thursday,March,Q1,2024,2.05,2.55,7.31,286.52,6.79
29/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,319691,9632,362,47953.7,1095989.37,Friday,March,Q1,2024,3.01,3.76,4.98,132.47,22.86
30/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,416726,13093,514,50007.15,1865227.38,Saturday,March,Q1,2024,3.14,3.93,3.82,97.29,37.3
31/03/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,412953,12857,500,49554.41,1117973.53,Sunday,March,Q1,2024,3.11,3.89,3.85,99.11,22.56
01/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,361319,12303,523,54198,1662907.57,Monday,April,Q2,2024,3.41,4.25,4.41,103.63,30.68
02/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,346651,11325,462,51997.75,1900853.45,Tuesday,April,Q2,2024,3.27,4.08,4.59,112.55,36.56
03/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,324384,9916,378,48657.67,968422.76,Wednesday,April,Q2,2024,3.06,3.81,4.91,128.72,19.9
04/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,292930,8086,279,43939.61,490938.37,Thursday,April,Q2,2024,2.76,3.45,5.43,157.49,11.17
05/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,198405,3709,86,29760.86,186817.19,Friday,April,Q2,2024,1.87,2.32,8.02,346.06,6.28
06/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,403284,12262,466,48394.19,1496727.55,Saturday,April,Q2,2024,3.04,3.8,3.95,103.85,30.93
07/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,386801,11280,411,46416.12,1389767.2,Sunday,April,Q2,2024,2.92,3.64,4.11,112.93,29.94
08/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,313237,9247,341,46985.58,1295852.05,Monday,April,Q2,2024,2.95,3.69,5.08,137.79,27.58
09/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,221235,4612,120,33185.34,330430.2,Tuesday,April,Q2,2024,2.08,2.6,7.2,276.54,9.96
10/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,232863,5110,140,34929.54,375399.42,Wednesday,April,Q2,2024,2.19,2.74,6.84,249.5,10.75
11/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,359678,12192,516,53951.75,1710458.11,Thursday,April,Q2,2024,3.39,4.23,4.43,104.56,31.7
12/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,294749,8187,284,44212.44,591926.14,Friday,April,Q2,2024,2.78,3.47,5.4,155.68,13.39
13/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,421993,13426,533,50639.22,1677373.12,Saturday,April,Q2,2024,3.18,3.97,3.77,95.01,33.12
14/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,373478,10516,370,44817.4,833991.47,Sunday,April,Q2,2024,2.82,3.52,4.26,121.13,18.61
15/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,298868,8418,296,44830.22,336385.47,Monday,April,Q2,2024,2.82,3.52,5.33,151.45,7.5
16/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,352852,11733,487,52927.92,1067911.86,Tuesday,April,Q2,2024,3.33,4.15,4.51,108.68,20.18
17/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,266436,6690,209,39965.49,493468.52,Wednesday,April,Q2,2024,2.51,3.12,5.97,191.22,12.35
18/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,302811,8641,308,45421.72,906405.16,Thursday,April,Q2,2024,2.85,3.56,5.26,147.47,19.96
19/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,269631,6851,217,40444.74,575477.06,Friday,April,Q2,2024,2.54,3.17,5.9,186.38,14.23
20/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,339102,8669,277,40692.34,447585.16,Saturday,April,Q2,2024,2.56,3.2,4.69,146.9,11
21/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,348411,9152,300,41809.35,507608.12,Sunday,April,Q2,2024,2.63,3.28,4.57,139.36,12.14
22/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,310299,9074,331,46544.88,773513.59,Monday,April,Q2,2024,2.92,3.65,5.13,140.62,16.62
23/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,268652,6802,215,40297.91,788377.82,Tuesday,April,Q2,2024,2.53,3.16,5.92,187.43,19.56
24/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,371717,13022,570,55757.55,934401.35,Wednesday,April,Q2,2024,3.5,4.38,4.28,97.82,16.76
25/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,243942,5608,161,36591.37,415017.91,Thursday,April,Q2,2024,2.3,2.87,6.52,227.28,11.34
26/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,285996,7708,259,42899.41,597097.7,Friday,April,Q2,2024,2.7,3.36,5.57,165.63,13.92
27/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,338713,8649,276,40645.68,1056378.82,Saturday,April,Q2,2024,2.55,3.19,4.7,147.27,25.99
28/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,478849,17287,780,57461.91,2449464.08,Sunday,April,Q2,2024,3.61,4.51,3.32,73.67,42.63
29/04/2024,CMP_1006,Seasonal Sale - Facebook - North - Q3,Seasonal Sale,Facebook,North,308779,8985,326,46316.89,996299.62,Monday,April,Q2,2024,2.91,3.63,5.15,142.08,21.51
03/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,782606,38851,2785,27950.23,6266457.34,Wednesday,July,Q3,2024,4.96,7.17,0.72,10.04,224.2
04/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,604019,23142,1280,21572.14,4709082.76,Thursday,July,Q3,2024,3.83,5.53,0.93,16.85,218.29
05/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,728351,33651,2245,26012.55,2957978.53,Friday,July,Q3,2024,4.62,6.67,0.77,11.59,113.71
06/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,849769,41641,2947,27589.91,7660855.84,Saturday,July,Q3,2024,4.9,7.08,0.66,9.36,277.67
07/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,786768,35695,2339,25544.42,7648337.37,Sunday,July,Q3,2024,4.54,6.55,0.72,10.92,299.41
08/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,784992,39088,2811,28035.45,7662428.58,Monday,July,Q3,2024,4.98,7.19,0.72,9.97,273.31
09/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,672709,28705,1769,24025.35,4279827.27,Tuesday,July,Q3,2024,4.27,6.16,0.84,13.58,178.14
10/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,809386,41555,3081,28906.67,7523568.48,Wednesday,July,Q3,2024,5.13,7.41,0.7,9.38,260.27
11/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,872491,48288,3860,31160.43,8974612.8,Thursday,July,Q3,2024,5.53,7.99,0.65,8.07,288.01
12/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,683666,29648,1857,24416.66,5612968.16,Friday,July,Q3,2024,4.34,6.26,0.82,13.15,229.88
13/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,745582,32056,1990,24207.23,5770810.84,Saturday,July,Q3,2024,4.3,6.21,0.76,12.16,238.39
14/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,893761,46064,3429,29018.24,10172648.92,Sunday,July,Q3,2024,5.15,7.44,0.63,8.46,350.56
15/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,821462,42804,3221,29337.95,7901179.46,Monday,July,Q3,2024,5.21,7.52,0.69,9.11,269.32
16/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,672314,28672,1766,24011.23,4570223.85,Tuesday,July,Q3,2024,4.26,6.16,0.84,13.6,190.34
17/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,679598,29296,1824,24271.37,4542983.28,Wednesday,July,Q3,2024,4.31,6.23,0.83,13.31,187.17
18/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,689416,30149,1904,24622.02,3813293.68,Thursday,July,Q3,2024,4.37,6.32,0.82,12.93,154.87
19/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,614030,23916,1345,21929.66,2137644.62,Friday,July,Q3,2024,3.89,5.62,0.92,16.3,97.48
20/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,708660,28960,1709,23008.46,5730188.15,Saturday,July,Q3,2024,4.09,5.9,0.79,13.46,249.05
21/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,701989,28417,1661,22791.86,1636972.57,Sunday,July,Q3,2024,4.05,5.85,0.8,13.72,71.82
22/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,654938,27209,1632,23390.66,4075925.87,Monday,July,Q3,2024,4.15,6,0.86,14.33,174.25
23/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,706946,31702,2053,25248.07,5352191.54,Tuesday,July,Q3,2024,4.48,6.48,0.8,12.3,211.98
24/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,726021,33436,2224,25929.36,4914276.87,Wednesday,July,Q3,2024,4.61,6.65,0.78,11.66,189.53
25/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,819400,42590,3197,29264.29,8478222.74,Thursday,July,Q3,2024,5.2,7.51,0.69,9.15,289.71
26/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,638582,25867,1513,22806.53,3510822.51,Friday,July,Q3,2024,4.05,5.85,0.88,15.07,153.94
27/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,857158,42368,3024,27829.82,12975228.79,Saturday,July,Q3,2024,4.94,7.14,0.66,9.2,466.23
28/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,763648,33628,2139,24793.79,5800652.93,Sunday,July,Q3,2024,4.4,6.36,0.74,11.59,233.96
29/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,705897,31608,2044,25210.63,6496713.08,Monday,July,Q3,2024,4.48,6.47,0.8,12.33,257.7
30/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,757278,36377,2524,27045.67,4295107.41,Tuesday,July,Q3,2024,4.8,6.94,0.74,10.72,158.81
31/07/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,629759,25157,1451,22491.43,1992995.91,Wednesday,July,Q3,2024,3.99,5.77,0.89,15.5,88.61
01/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,866511,40484,2732,30946.85,5300711.99,Thursday,August,Q3,2024,4.67,6.75,0.76,11.33,171.28
02/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,848488,38817,2565,30303.14,5530120.44,Friday,August,Q3,2024,4.57,6.61,0.78,11.81,182.49
03/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,963265,45481,3101,31274.85,8359251.7,Saturday,August,Q3,2024,4.72,6.82,0.69,10.09,267.28
04/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,944602,43736,2925,30668.92,9368490.42,Sunday,August,Q3,2024,4.63,6.69,0.7,10.49,305.47
05/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,1039514,58263,4716,37125.51,12226905.58,Monday,August,Q3,2024,5.6,8.09,0.64,7.87,329.34
06/08/2024,CMP_1007,Brand Awareness - Email - West - Q4,Brand Awareness,Email,West,781370,32919,2003,27906.09,5712119.75,Tuesday,August,Q3,2024,4.21,6.08,0.85,13.93,204.69
