customer_id,gender,age,age_group,income,income_bracket,region,city_tier,customer_segment,acquisition_channel,tenure_months,lifetime_value,total_purchases,avg_order_value,last_purchase_days,email_open_rate,website_visits_monthly,app_sessions_monthly,support_tickets,satisfaction_score,nps_category,is_churned,churn_probability
CUST_10837,Female,35,26-35,83674,Medium,North,Tier 1,Regular,Paid Search,19,6588,21,313.71,28,0.264,2,3,0,3.1,Detractor,1,0.163
CUST_10838,Female,24,18-25,44786,Low,South,Tier 3,New,Social Media,5,459,3,153,74,0.234,0,15,0,4.39,Passive,0,0.171
CUST_10839,Male,37,36-45,113397,High,South,Tier 3,Premium,Social Media,2,4385,11,398.64,23,0.26,20,11,2,3.61,Passive,0,0.008
CUST_10840,Female,20,18-25,39255,Low,North,Tier 1,Budget,Referral,21,3373,12,281.08,68,0.352,0,15,1,3.3,Detractor,0,0.226
CUST_10841,Female,36,36-45,80761,Medium,Central,Tier 3,New,Paid Search,4,543,2,271.5,21,0.324,0,12,1,3.56,Passive,0,0.211
CUST_10842,Other,42,36-45,126182,High,Central,Tier 3,Regular,Organic,57,55257,59,936.56,62,0.111,6,0,3,3.18,Detractor,1,0.182
CUST_10843,Male,38,36-45,60697,Medium,South,Tier 2,Budget,Social Media,50,5541,73,75.9,25,0.317,3,9,1,3.84,Passive,1,0.137
CUST_10844,Other,28,26-35,33528,Low,South,Tier 1,Budget,Social Media,48,5532,63,87.81,68,0.095,2,12,0,2.79,Detractor,0,0.277
CUST_10845,Female,35,26-35,77216,Medium,West,Tier 1,Budget,Paid Search,49,13078,34,384.65,75,0.321,3,9,2,2.95,Detractor,1,0.266
CUST_10846,Other,45,36-45,248917,Premium,South,Tier 2,Premium,Referral,27,64769,188,344.52,23,0.453,32,0,1,4.29,Passive,0,0
CUST_10847,Male,19,18-25,54036,Medium,West,Tier 1,Regular,Referral,46,20536,40,513.4,51,0.14,7,14,1,3.27,Detractor,0,0.165
CUST_10848,Other,43,36-45,105445,High,North,Tier 1,Regular,Social Media,20,14719,39,377.41,21,0.211,5,4,0,4.12,Passive,0,0.056
CUST_10849,Male,43,36-45,87253,Medium,South,Tier 2,New,Referral,4,502,2,251,80,0.136,1,6,3,3.4,Detractor,0,0.276
CUST_10850,Female,19,18-25,40176,Low,North,Tier 2,Budget,Referral,39,4687,43,109,64,0.247,3,8,3,2.64,Detractor,1,0.289
CUST_10851,Female,18,18-25,25911,Low,Central,Tier 3,Budget,Organic,8,590,4,147.5,59,0.11,1,13,0,3.97,Passive,0,0.152
CUST_10852,Other,44,36-45,118575,High,Central,Tier 1,Regular,Social Media,1,957,0,957,82,0.15,3,15,0,3.85,Passive,0,0.133
CUST_10853,Female,45,36-45,139767,High,West,Tier 1,Premium,Referral,26,51114,122,418.97,29,0.427,25,7,2,4.13,Passive,0,0
CUST_10854,Female,31,26-35,64140,Medium,North,Tier 2,Regular,Referral,36,9957,77,129.31,6,0.209,6,14,3,2.85,Detractor,0,0.17
CUST_10855,Male,49,46-55,64885,Medium,Central,Tier 2,Churned,Partner,16,333,4,83.25,318,0.133,0,7,7,1.16,Detractor,1,1
CUST_10856,Female,24,18-25,82515,Medium,West,Tier 1,Regular,Offline Event,50,27141,105,258.49,3,0.458,0,10,2,3.49,Detractor,0,0.104
CUST_10857,Female,28,26-35,115434,High,Central,Tier 3,Regular,Offline Event,19,12775,36,354.86,65,0.266,0,16,3,2.97,Detractor,1,0.206
CUST_10858,Male,22,18-25,35019,Low,North,Tier 1,New,Organic,4,229,2,114.5,7,0.277,3,8,1,4.55,Promoter,0,0.101
CUST_10859,Female,20,18-25,145476,High,West,Tier 1,Premium,Social Media,28,67377,197,342.02,27,0.302,17,15,1,3.89,Passive,0,0
CUST_10860,Other,29,26-35,58141,Medium,Central,Tier 2,Regular,Social Media,21,10930,50,218.6,24,0.309,3,9,1,3.43,Detractor,0,0.127
CUST_10861,Male,41,36-45,102641,High,West,Tier 3,New,Social Media,3,566,1,566,70,0.208,2,3,3,3.55,Passive,0,0.252
CUST_10862,Female,34,26-35,118806,High,Central,Tier 2,Regular,Paid Search,54,20737,45,460.82,43,0.241,1,15,0,4.29,Passive,1,0.057
CUST_10863,Female,41,36-45,81782,Medium,South,Tier 2,Regular,Partner,60,33585,169,198.73,61,0.264,9,11,3,3.82,Passive,0,0.118
CUST_10864,Male,27,26-35,79959,Medium,Central,Tier 3,Churned,Organic,40,1692,5,338.4,254,0.022,0,9,7,1,Detractor,1,1
CUST_10865,Female,38,36-45,98754,Medium,East,Tier 1,Regular,Paid Search,33,16858,46,366.48,11,0.218,4,9,0,3.62,Passive,0,0.098
CUST_10866,Male,21,18-25,84358,Medium,East,Tier 2,New,Social Media,4,462,1,462,28,0.216,1,7,2,3.74,Passive,1,0.199
CUST_10867,Male,20,18-25,42390,Low,East,Tier 2,Budget,Organic,37,4702,21,223.9,78,0.276,3,7,1,3.33,Detractor,1,0.231
CUST_10868,Female,42,36-45,45887,Low,West,Tier 1,Budget,Organic,45,4523,57,79.35,67,0.494,0,4,3,2.94,Detractor,0,0.261
CUST_10869,Other,19,18-25,56069,Medium,North,Tier 1,Regular,Social Media,35,11961,18,664.5,72,0.17,5,14,3,3.27,Detractor,0,0.182
CUST_10870,Male,37,36-45,56920,Medium,South,Tier 3,Budget,Organic,31,7235,38,190.39,7,0.354,3,8,3,3.1,Detractor,1,0.196
CUST_10871,Female,33,26-35,80378,Medium,West,Tier 1,Regular,Social Media,48,21193,43,492.86,51,0.219,3,10,3,3.39,Detractor,1,0.153
CUST_10872,Other,34,26-35,58852,Medium,East,Tier 3,New,Referral,4,336,3,112,7,0.149,0,13,0,3.56,Passive,1,0.2
CUST_10873,Other,33,26-35,60958,Medium,East,Tier 2,New,Referral,5,803,3,267.67,88,0.235,0,10,3,3.04,Detractor,0,0.318
CUST_10874,Male,26,26-35,71090,Medium,South,Tier 2,Regular,Social Media,48,30665,117,262.09,39,0.077,0,14,3,2.85,Detractor,0,0.197
CUST_10875,Female,24,18-25,45347,Low,Central,Tier 3,Budget,Social Media,50,9453,33,286.45,74,0.18,3,18,0,3.33,Detractor,1,0.227
CUST_10876,Female,44,36-45,78949,Medium,Central,Tier 2,Premium,Referral,43,74112,281,263.74,27,0.299,21,2,3,3.57,Passive,0,0.016
CUST_10877,Male,19,18-25,37506,Low,East,Tier 3,Budget,Referral,59,8244,83,99.33,13,0.294,0,13,1,3.64,Passive,0,0.147
CUST_10878,Other,43,36-45,40139,Low,North,Tier 1,Budget,Organic,41,2724,37,73.62,44,0.252,0,6,1,3.38,Detractor,0,0.198
CUST_10879,Other,29,26-35,71205,Medium,North,Tier 1,Budget,Partner,37,4210,47,89.57,80,0.139,0,14,1,2.97,Detractor,0,0.268
CUST_10880,Female,18,18-25,48749,Low,Central,Tier 1,Budget,Social Media,36,7466,50,149.32,75,0.299,4,8,2,3.4,Detractor,0,0.222
CUST_10881,Male,19,18-25,35810,Low,West,Tier 3,Budget,Paid Search,54,6278,26,241.46,87,0.119,3,15,0,3.77,Passive,1,0.194
CUST_10882,Female,19,18-25,32402,Low,Central,Tier 3,Budget,Social Media,42,5809,28,207.46,32,0.245,1,16,0,3.63,Passive,0,0.163
CUST_10883,Male,57,55+,103711,High,North,Tier 1,New,Paid Search,2,310,1,310,27,0.074,2,11,3,3.18,Detractor,1,0.254
CUST_10884,Female,49,46-55,86399,Medium,South,Tier 3,Churned,Paid Search,45,2062,10,206.2,295,0.018,0,5,7,1.52,Detractor,1,1
CUST_10885,Male,25,18-25,167248,High,Central,Tier 2,Premium,Offline Event,49,168279,192,876.45,12,0.194,15,11,2,3.69,Passive,0,0
CUST_10886,Female,45,36-45,85012,Medium,Central,Tier 2,Regular,Paid Search,23,15762,18,875.67,49,0.225,6,4,1,3.52,Passive,0,0.138
CUST_10887,Female,44,36-45,115206,High,West,Tier 1,Regular,Paid Search,11,8274,17,486.71,84,0.243,4,7,0,3.67,Passive,0,0.152
CUST_10888,Male,53,46-55,89884,Medium,North,Tier 3,Regular,Offline Event,5,1502,3,500.67,90,0.013,5,3,2,3.25,Detractor,0,0.199
CUST_10889,Male,24,18-25,74687,Medium,East,Tier 3,Regular,Paid Search,43,21280,21,1013.33,63,0.263,3,14,3,3.44,Detractor,1,0.157
CUST_10890,Male,42,36-45,28373,Low,East,Tier 3,Budget,Organic,30,1638,35,46.8,30,0.101,0,9,0,3.33,Detractor,0,0.192
CUST_10891,Male,18,18-25,44180,Low,Central,Tier 3,Budget,Referral,1,147,0,147,69,0.257,0,8,2,2.88,Detractor,0,0.268
CUST_10892,Male,33,26-35,68074,Medium,North,Tier 3,Churned,Paid Search,54,2587,9,287.44,322,0.156,0,3,2,2.28,Detractor,1,1
CUST_10893,Female,39,36-45,70465,Medium,Central,Tier 3,New,Partner,1,166,0,166,35,0.277,0,8,1,3.86,Passive,0,0.193
CUST_10894,Other,19,18-25,98729,Medium,North,Tier 2,Churned,Social Media,31,1804,7,257.71,352,0.093,0,6,5,1.79,Detractor,1,1
CUST_10895,Male,32,26-35,136228,High,North,Tier 1,Premium,Paid Search,1,2389,1,2389,12,0.316,33,19,1,3.43,Detractor,0,0.016
CUST_10896,Female,39,36-45,48412,Low,East,Tier 2,Budget,Paid Search,3,646,1,646,22,0.297,1,5,2,3.14,Detractor,0,0.204
CUST_10897,Male,34,26-35,101175,High,East,Tier 3,Regular,Paid Search,4,3053,6,508.83,76,0.292,1,9,2,3.33,Detractor,0,0.179
CUST_10898,Other,45,36-45,95410,Medium,North,Tier 1,Regular,Referral,40,19310,115,167.91,19,0.3,5,5,3,3.18,Detractor,0,0.148
CUST_10899,Male,50,46-55,58404,Medium,Central,Tier 2,Regular,Paid Search,24,5064,41,123.51,39,0.267,2,12,1,3.65,Passive,0,0.117
CUST_10900,Male,42,36-45,82409,Medium,Central,Tier 3,Regular,Paid Search,13,5393,23,234.48,13,0.223,2,2,3,3.23,Detractor,0,0.138
CUST_10901,Female,43,36-45,91191,Medium,North,Tier 3,New,Paid Search,1,90,0,90,31,0.111,2,4,2,3.49,Detractor,1,0.227
CUST_10902,Other,21,18-25,54402,Medium,North,Tier 1,Budget,Social Media,39,5390,12,449.17,64,0.254,3,15,0,2.76,Detractor,0,0.277
CUST_10903,Other,43,36-45,112997,High,West,Tier 1,Regular,Organic,3,2445,2,1222.5,12,0.347,6,4,3,3.26,Detractor,0,0.134
CUST_10904,Female,19,18-25,55379,Medium,West,Tier 1,New,Paid Search,3,254,2,127,36,0.243,0,13,1,3.8,Passive,0,0.2
CUST_10905,Female,41,36-45,182962,High,North,Tier 2,Premium,Social Media,27,42745,198,215.88,27,0.263,26,10,1,3.46,Detractor,0,0.026
CUST_10906,Male,42,36-45,58901,Medium,West,Tier 1,Regular,Social Media,14,7273,16,454.56,11,0.352,7,10,2,3.21,Detractor,0,0.138
CUST_10907,Female,31,26-35,45510,Low,South,Tier 1,Budget,Paid Search,44,4271,46,92.85,46,0.221,2,14,3,3.13,Detractor,0,0.225
CUST_10908,Other,26,26-35,68990,Medium,North,Tier 3,Regular,Referral,18,11238,46,244.3,46,0.17,2,10,0,3.91,Passive,0,0.097
CUST_10909,Male,32,26-35,20000,Low,Central,Tier 2,Regular,Organic,11,1794,20,89.7,52,0.406,3,11,3,2.66,Detractor,0,0.226
CUST_10910,Female,20,18-25,30782,Low,Central,Tier 3,Budget,Paid Search,30,2537,9,281.89,2,0.171,1,11,1,3.32,Detractor,0,0.17
CUST_10911,Other,35,26-35,60781,Medium,North,Tier 3,New,Paid Search,1,112,0,112,73,0.323,1,8,1,3.88,Passive,0,0.222
CUST_10912,Female,27,26-35,112756,High,South,Tier 3,New,Partner,3,659,1,659,35,0.017,1,10,3,3.4,Detractor,0,0.239
CUST_10913,Female,37,36-45,66634,Medium,South,Tier 2,Budget,Paid Search,5,1559,2,779.5,63,0.186,0,7,2,2.89,Detractor,1,0.263
CUST_10914,Female,30,26-35,98540,Medium,North,Tier 1,Regular,Paid Search,34,18362,84,218.6,52,0.121,5,11,0,3.78,Passive,0,0.114
CUST_10915,Female,32,26-35,85678,Medium,North,Tier 1,Regular,Partner,55,15225,105,145,81,0.292,5,10,3,3.02,Detractor,0,0.215
CUST_10916,Other,32,26-35,41445,Low,Central,Tier 3,Budget,Organic,40,2822,10,282.2,44,0.157,6,21,3,2.68,Detractor,0,0.268
CUST_10917,Female,49,46-55,98877,Medium,South,Tier 1,Regular,Paid Search,39,31715,114,278.2,66,0.238,6,0,1,3.85,Passive,0,0.119
CUST_10918,Male,41,36-45,127352,High,Central,Tier 3,Regular,Social Media,43,37789,90,419.88,89,0.243,7,5,2,2.63,Detractor,1,0.26
CUST_10919,Female,52,46-55,143732,High,East,Tier 3,Premium,Offline Event,5,9690,16,605.62,8,0.232,27,1,2,3.9,Passive,0,0
CUST_10920,Male,34,26-35,101347,High,West,Tier 2,New,Paid Search,1,113,0,113,35,0.367,0,14,0,3.56,Passive,0,0.222
CUST_10921,Female,43,36-45,77894,Medium,South,Tier 2,Regular,Referral,50,18437,25,737.48,51,0.328,6,3,2,3.4,Detractor,0,0.152
CUST_10922,Female,28,26-35,105651,High,South,Tier 3,Regular,Social Media,13,7825,11,711.36,29,0.188,6,13,0,3.81,Passive,0,0.093
CUST_10923,Female,20,18-25,39424,Low,Central,Tier 3,Budget,Paid Search,8,1169,11,106.27,81,0.313,3,9,2,3.44,Detractor,0,0.222
CUST_10924,Male,43,36-45,55623,Medium,North,Tier 1,Budget,Referral,15,1448,11,131.64,4,0.299,2,5,0,3.67,Passive,1,0.137
CUST_10925,Female,22,18-25,48059,Low,South,Tier 3,New,Paid Search,6,805,3,268.33,9,0.219,1,10,2,3.41,Detractor,1,0.217
CUST_10926,Female,33,26-35,45911,Low,West,Tier 3,New,Paid Search,6,730,4,182.5,40,0.227,1,16,1,3.49,Detractor,0,0.234
CUST_10927,Female,25,18-25,51618,Medium,East,Tier 2,Budget,Partner,7,1266,4,316.5,1,0.144,3,15,2,2.28,Detractor,0,0.273
CUST_10928,Male,47,46-55,117350,High,South,Tier 1,Regular,Partner,6,4361,9,484.56,22,0.295,6,9,3,3.47,Detractor,0,0.121
CUST_10929,Female,27,26-35,108368,High,West,Tier 3,Regular,Referral,55,29854,138,216.33,45,0.409,1,19,2,3.23,Detractor,0,0.164
CUST_10930,Female,27,26-35,43307,Low,West,Tier 3,New,Social Media,3,314,1,314,60,0.321,0,6,2,3.4,Detractor,1,0.26
CUST_10931,Male,26,26-35,68732,Medium,Central,Tier 2,Budget,Referral,20,6330,8,791.25,41,0.37,0,10,3,3.14,Detractor,0,0.22
CUST_10932,Female,39,36-45,72490,Medium,Central,Tier 1,Churned,Paid Search,6,227,1,227,219,0,0,6,8,1.1,Detractor,1,1
CUST_10933,Male,51,46-55,71532,Medium,West,Tier 2,Regular,Social Media,19,9707,13,746.69,16,0.377,6,2,0,3.81,Passive,0,0.082
CUST_10934,Female,18,18-25,20000,Low,North,Tier 3,Budget,Social Media,20,906,21,43.14,37,0.05,1,14,2,2.65,Detractor,0,0.266
CUST_10935,Other,31,26-35,52357,Medium,North,Tier 3,Budget,Social Media,56,10006,38,263.32,13,0.378,0,12,2,3.26,Detractor,0,0.185
CUST_10936,Male,45,36-45,95406,Medium,North,Tier 3,New,Paid Search,1,110,0,110,40,0.062,0,0,1,4.06,Passive,0,0.177
CUST_10937,Other,30,26-35,87715,Medium,West,Tier 1,Regular,Paid Search,11,3391,24,141.29,14,0.145,1,7,0,3.58,Passive,1,0.104
CUST_10938,Male,36,36-45,60004,Medium,North,Tier 1,Regular,Offline Event,31,15268,34,449.06,89,0.204,4,7,3,2.74,Detractor,1,0.249
CUST_10939,Male,65,55+,75437,Medium,West,Tier 3,Churned,Paid Search,23,1283,4,320.75,116,0.066,0,2,7,1,Detractor,1,1
CUST_10940,Other,30,26-35,58547,Medium,East,Tier 3,Budget,Offline Event,41,4654,20,232.7,57,0.201,3,13,3,3.03,Detractor,0,0.244
CUST_10941,Other,35,26-35,49911,Low,West,Tier 2,Budget,Paid Search,9,1795,8,224.38,8,0.226,0,6,0,3.45,Detractor,0,0.161
CUST_10942,Male,21,18-25,53451,Medium,Central,Tier 2,Budget,Organic,9,2095,9,232.78,76,0.184,0,5,1,3.36,Detractor,0,0.226
CUST_10943,Male,38,36-45,79162,Medium,West,Tier 3,Regular,Referral,7,4847,3,1615.67,37,0.107,2,4,2,3.12,Detractor,0,0.168
CUST_10944,Male,42,36-45,60200,Medium,North,Tier 1,Budget,Social Media,56,7162,69,103.8,18,0.273,3,9,0,4.23,Passive,0,0.092
CUST_10945,Female,49,46-55,233157,Premium,Central,Tier 3,Premium,Referral,23,112859,66,1709.98,22,0.152,21,0,0,4.36,Passive,0,0
CUST_10946,Male,30,26-35,84643,Medium,South,Tier 2,New,Partner,3,569,2,284.5,19,0.278,1,15,2,3.8,Passive,0,0.185
CUST_10947,Male,43,36-45,85662,Medium,North,Tier 2,Regular,Paid Search,13,6013,38,158.24,84,0.174,3,5,1,3.36,Detractor,0,0.183
CUST_10948,Male,30,26-35,79858,Medium,Central,Tier 2,New,Paid Search,2,236,1,236,65,0.27,1,11,3,3.54,Passive,0,0.25
CUST_10949,Male,32,26-35,237529,Premium,East,Tier 3,Premium,Paid Search,7,22558,11,2050.73,16,0.218,7,9,2,2.92,Detractor,0,0.071
CUST_10950,Female,20,18-25,52117,Medium,Central,Tier 3,Regular,Social Media,36,6926,18,384.78,3,0.338,0,11,2,3.75,Passive,0,0.078
CUST_10951,Female,48,46-55,117305,High,Central,Tier 3,Regular,Organic,28,27826,22,1264.82,61,0.252,6,4,0,3.14,Detractor,1,0.187
CUST_10952,Male,27,26-35,75745,Medium,West,Tier 3,Churned,Social Media,7,210,1,210,344,0,0,11,7,1.39,Detractor,1,1
CUST_10953,Other,56,55+,177892,High,West,Tier 1,Premium,Offline Event,2,3632,12,302.67,14,0.26,5,2,3,3.78,Passive,0,0
CUST_10954,Male,67,55+,107278,High,North,Tier 2,Premium,Paid Search,14,13168,61,215.87,4,0.133,30,5,1,3.66,Passive,0,0
CUST_10955,Male,36,36-45,110923,High,South,Tier 1,New,Social Media,2,428,1,428,57,0.239,1,2,3,3.95,Passive,0,0.202
CUST_10956,Male,43,36-45,96072,Medium,South,Tier 2,Regular,Social Media,50,36077,110,327.97,52,0.46,3,6,2,3.73,Passive,0,0.119
CUST_10957,Female,25,18-25,53282,Medium,West,Tier 1,Budget,Paid Search,42,9737,46,211.67,19,0.213,2,13,2,2.92,Detractor,1,0.223
CUST_10958,Female,36,36-45,61597,Medium,West,Tier 2,Budget,Paid Search,39,4694,53,88.57,56,0.217,0,1,0,3.31,Detractor,0,0.215
CUST_10959,Other,38,36-45,38356,Low,West,Tier 2,Budget,Paid Search,4,572,4,143,31,0.244,3,9,1,3.36,Detractor,0,0.19
CUST_10960,Female,25,18-25,32519,Low,North,Tier 3,Budget,Social Media,55,4630,79,58.61,2,0.191,4,11,0,3.19,Detractor,0,0.182
CUST_10961,Other,24,18-25,61308,Medium,West,Tier 2,Budget,Social Media,17,2145,22,97.5,76,0.243,1,14,1,2.98,Detractor,0,0.265
CUST_10962,Female,29,26-35,87882,Medium,West,Tier 2,Budget,Paid Search,47,9115,15,607.67,23,0.315,3,10,0,3.52,Passive,0,0.167
CUST_10963,Female,36,36-45,94633,Medium,West,Tier 2,Regular,Partner,7,3821,4,955.25,38,0.364,9,2,3,3.38,Detractor,0,0.143
CUST_10964,Male,36,36-45,80683,Medium,East,Tier 1,Regular,Paid Search,28,20548,14,1467.71,75,0.289,2,7,3,3.23,Detractor,0,0.188
CUST_10965,Other,27,26-35,64616,Medium,North,Tier 1,Budget,Partner,18,2487,13,191.31,64,0.267,1,4,3,2.73,Detractor,0,0.28
CUST_10966,Male,39,36-45,56370,Medium,South,Tier 3,Churned,Paid Search,60,1173,16,73.31,110,0.196,0,8,3,1.81,Detractor,1,1
CUST_10967,Female,25,18-25,73875,Medium,West,Tier 3,Regular,Social Media,59,17279,114,151.57,15,0.32,1,5,3,3,Detractor,0,0.163
CUST_10968,Male,28,26-35,66143,Medium,Central,Tier 2,Budget,Referral,48,8906,67,132.93,34,0.441,3,7,2,2.83,Detractor,1,0.245
CUST_10969,Female,18,18-25,58644,Medium,Central,Tier 2,New,Social Media,2,327,1,327,70,0.288,0,5,1,3.55,Passive,0,0.252
CUST_10970,Male,43,36-45,132788,High,Central,Tier 3,Premium,Paid Search,54,92664,209,443.37,13,0.137,8,2,2,3.85,Passive,0,0
CUST_10971,Other,26,26-35,70242,Medium,West,Tier 1,Regular,Organic,38,14574,62,235.06,1,0.124,3,11,3,3.22,Detractor,0,0.129
CUST_10972,Female,30,26-35,69597,Medium,North,Tier 1,Churned,Referral,43,2272,3,757.33,177,0.03,0,13,8,1,Detractor,1,1
CUST_10973,Female,33,26-35,79454,Medium,Central,Tier 1,Regular,Social Media,37,25978,72,360.81,23,0.324,2,12,0,3.99,Passive,0,0.07
CUST_10974,Male,39,36-45,130781,High,North,Tier 1,Regular,Organic,58,45196,77,586.96,8,0.407,8,5,2,3.67,Passive,0,0.09
CUST_10975,Male,46,46-55,42090,Low,South,Tier 3,New,Organic,5,516,1,516,27,0.13,0,5,2,4.21,Passive,0,0.151
CUST_10976,Female,33,26-35,48269,Low,Central,Tier 2,Budget,Paid Search,35,2780,33,84.24,69,0.322,1,19,2,3.66,Passive,0,0.191
CUST_10977,Female,36,36-45,85474,Medium,Central,Tier 1,Regular,Organic,49,28166,62,454.29,79,0.207,3,7,3,3.26,Detractor,0,0.189
CUST_10978,Female,43,36-45,192342,High,West,Tier 1,Premium,Social Media,11,18696,14,1335.43,6,0.084,11,1,3,3.3,Detractor,0,0.025
CUST_10979,Other,29,26-35,68792,Medium,South,Tier 1,Regular,Social Media,45,14106,76,185.61,30,0.241,2,3,3,3.54,Passive,0,0.121
CUST_10980,Other,25,18-25,78376,Medium,West,Tier 1,New,Paid Search,2,353,1,353,55,0.382,2,12,1,3.83,Passive,0,0.212
CUST_10981,Male,33,26-35,63740,Medium,East,Tier 3,Budget,Social Media,13,1725,4,431.25,46,0.178,0,9,2,3.31,Detractor,0,0.207
CUST_10982,Female,33,26-35,73596,Medium,North,Tier 2,Churned,Paid Search,16,858,0,858,316,0,0,9,6,1.12,Detractor,1,1
CUST_10983,Male,44,36-45,124431,High,East,Tier 3,Regular,Paid Search,6,4674,6,779,33,0.146,0,3,0,3.44,Detractor,0,0.133
CUST_10984,Male,29,26-35,70356,Medium,East,Tier 3,New,Social Media,1,122,0,122,74,0.272,1,12,3,3.58,Passive,0,0.253
CUST_10985,Other,36,36-45,70445,Medium,North,Tier 1,Regular,Social Media,35,17960,101,177.82,36,0.363,5,0,2,3,Detractor,0,0.179
CUST_10986,Female,26,26-35,58328,Medium,Central,Tier 1,Budget,Organic,45,7687,55,139.76,18,0.199,2,11,3,2.66,Detractor,1,0.248
CUST_10987,Female,34,26-35,47425,Low,East,Tier 2,Budget,Paid Search,50,8092,32,252.88,48,0.366,2,13,1,3.45,Detractor,0,0.194
CUST_10988,Male,44,36-45,164860,High,Central,Tier 1,Premium,Organic,43,158818,162,980.36,25,0.313,15,6,2,4.07,Passive,0,0
CUST_10989,Male,37,36-45,80654,Medium,North,Tier 3,New,Paid Search,2,225,0,225,37,0.194,0,5,3,3.4,Detractor,0,0.24
CUST_10990,Female,27,26-35,65156,Medium,North,Tier 1,New,Social Media,3,519,2,259.5,7,0.342,1,12,2,3.7,Passive,0,0.185
CUST_10991,Female,41,36-45,170763,High,Central,Tier 1,Premium,Organic,6,17208,16,1075.5,25,0.292,29,7,3,3.79,Passive,0,0
CUST_10992,Female,36,36-45,71877,Medium,West,Tier 3,New,Organic,4,789,3,263,19,0.108,1,3,0,4.22,Passive,0,0.144
CUST_10993,Female,53,46-55,102984,High,North,Tier 2,Churned,Referral,9,516,0,516,359,0.059,0,8,5,1.52,Detractor,1,1
CUST_10994,Female,26,26-35,85234,Medium,East,Tier 2,Regular,Social Media,28,17288,74,233.62,87,0.468,9,17,0,3.45,Detractor,1,0.176
CUST_10995,Male,23,18-25,62673,Medium,East,Tier 3,New,Partner,3,224,0,224,13,0.188,1,12,1,3.66,Passive,0,0.194
CUST_10996,Female,48,46-55,53346,Medium,West,Tier 2,Budget,Referral,27,6275,32,196.09,55,0.293,1,4,0,3.75,Passive,0,0.17
CUST_10997,Male,31,26-35,57979,Medium,West,Tier 1,Budget,Social Media,33,6280,9,697.78,12,0.31,0,10,2,2.97,Detractor,0,0.213
CUST_10998,Female,31,26-35,140547,High,East,Tier 2,Premium,Social Media,18,50260,31,1621.29,16,0.289,25,8,1,4.12,Passive,0,0
CUST_10999,Other,22,18-25,62280,Medium,East,Tier 2,Regular,Organic,1,259,2,129.5,69,0.201,5,13,0,3.66,Passive,0,0.14
CUST_11000,Female,18,18-25,51008,Medium,South,Tier 2,Budget,Organic,18,1615,4,403.75,1,0.191,1,15,2,2.8,Detractor,0,0.221
CUST_11001,Female,55,46-55,99276,Medium,North,Tier 1,Regular,Social Media,21,16681,42,397.17,5,0.189,2,1,3,3.15,Detractor,1,0.139
CUST_11002,Female,18,18-25,33198,Low,North,Tier 1,Budget,Social Media,59,5091,35,145.46,59,0.403,2,17,2,3.35,Detractor,0,0.214
CUST_11003,Female,30,26-35,67328,Medium,West,Tier 1,Regular,Offline Event,49,14822,92,161.11,9,0.193,5,10,0,3.46,Detractor,0,0.111
CUST_11004,Female,43,36-45,116365,High,West,Tier 3,Regular,Paid Search,54,21294,131,162.55,40,0.172,8,0,3,2.74,Detractor,1,0.209
CUST_11005,Male,23,18-25,95461,Medium,West,Tier 3,Regular,Social Media,22,18368,23,798.61,32,0.042,6,9,0,3.68,Passive,0,0.109
CUST_11006,Female,45,36-45,136883,High,South,Tier 1,New,Referral,6,1988,4,497,71,0.308,0,6,3,3.68,Passive,0,0.24
CUST_11007,Male,58,55+,59210,Medium,North,Tier 2,New,Offline Event,4,447,2,223.5,43,0.284,2,1,0,3.51,Passive,0,0.234
CUST_11008,Female,66,55+,57235,Medium,Central,Tier 2,Churned,Referral,53,1148,9,127.56,347,0.091,0,12,8,1,Detractor,1,1
CUST_11009,Male,24,18-25,79856,Medium,North,Tier 3,New,Referral,5,477,3,159,89,0.175,1,14,0,3.75,Passive,0,0.248
CUST_11010,Female,22,18-25,50985,Medium,North,Tier 2,Budget,Social Media,54,4291,18,238.39,21,0.024,0,12,1,3.27,Detractor,0,0.19
CUST_11011,Other,18,18-25,39258,Low,South,Tier 3,Budget,Referral,40,2846,59,48.24,69,0.355,1,8,2,2.98,Detractor,0,0.259
CUST_11012,Female,50,46-55,74698,Medium,South,Tier 2,Churned,Referral,59,3186,10,318.6,247,0.033,0,3,3,1.81,Detractor,1,1
CUST_11013,Other,31,26-35,89441,Medium,Central,Tier 3,New,Organic,1,196,0,196,42,0.152,3,11,2,3.56,Passive,0,0.228
CUST_11014,Other,39,36-45,29351,Low,West,Tier 2,Budget,Partner,39,2431,39,62.33,69,0.244,2,4,1,3.71,Passive,0,0.186
CUST_11015,Female,40,36-45,91917,Medium,Central,Tier 3,Regular,Organic,18,11981,20,599.05,7,0.193,0,2,0,3.28,Detractor,0,0.128
CUST_11016,Male,29,26-35,64679,Medium,West,Tier 2,Budget,Offline Event,1,179,0,179,83,0.241,3,18,0,3.91,Passive,1,0.177
CUST_11017,Male,18,18-25,41323,Low,Central,Tier 3,New,Referral,6,469,2,234.5,26,0.41,0,13,1,3.87,Passive,0,0.185
CUST_11018,Male,18,18-25,65176,Medium,West,Tier 3,Regular,Social Media,33,15178,19,798.84,82,0.454,0,14,1,3.67,Passive,0,0.15
CUST_11019,Female,43,36-45,84625,Medium,Central,Tier 1,New,Offline Event,3,634,2,317,42,0.25,0,7,2,3.33,Detractor,0,0.251
